span,count,decision,reason
acusacao apresentada => denuncia oferecida,2,verified_translate,default_translate_fallback
nazis => nazistas,2,verified_translate,default_translate_fallback
mil milhoes => bilhao,2,verified_translate,default_translate_fallback
adepto => torcedor,2,verified_translate,default_translate_fallback
online => on line,2,verified_translate,default_translate_fallback
solidarizamo => ∅,2,verified_translate,matched_manual_null_rule
importante => ∅,2,verified_translate,matched_manual_null_rule
comboio de alta velocidade => trem bala,2,verified_translate,default_translate_fallback
portanto => entao,2,verified_translate,default_translate_fallback
o abandono => a evasao,2,verified_translate,default_translate_fallback
empenho => engajamento,2,verified_translate,default_translate_fallback
um percurso => uma caminhada,2,verified_translate,default_translate_fallback
cumprir => saldar,2,verified_translate,default_translate_fallback
publicacoes => postagens,2,verified_translate,default_translate_fallback
mais pequenos => menores,2,verified_translate,default_translate_fallback
a inaugurar => inaugurando,2,verified_translate,matched_manual_progressive_rule
doses => trouxinhas,2,verified_translate,default_translate_fallback
a passear => passeando,2,verified_translate,matched_manual_progressive_rule
apanha => pega,2,verified_translate,default_translate_fallback
a perguntar => ∅,2,verified_translate,matched_manual_null_rule
∅ => perguntando,2,verified_translate,matched_manual_null_rule
podes => voce pode,2,verified_translate,default_translate_fallback
algo => coisa,2,verified_translate,default_translate_fallback
reformadas => aposentadas,2,verified_translate,default_translate_fallback
reformas => aposentadorias,2,verified_translate,default_translate_fallback
medicamentos gratuitos => remedios de graca,2,verified_translate,default_translate_fallback
baixos rendimentos => baixa renda,2,verified_translate,default_translate_fallback
pobres => pobre,2,verified_translate,default_translate_fallback
os pobres => o pobre,2,verified_translate,default_translate_fallback
maldades => maldade,2,verified_translate,default_translate_fallback
ficam => fica,2,verified_translate,default_translate_fallback
simpatico => bacana,2,verified_translate,default_translate_fallback
boa => bom,2,verified_translate,default_translate_fallback
nas despesas => nos gastos,2,verified_translate,default_translate_fallback
concurso => licitacao,2,verified_translate,default_translate_fallback
presidente => governador,2,verified_translate,default_translate_fallback
almocos => almoco,2,verified_translate,default_translate_fallback
centimo => centavo,2,verified_translate,default_translate_fallback
vazio => vacuo,2,verified_translate,default_translate_fallback
a invadir => invadindo,2,verified_translate,matched_manual_progressive_rule
deputados => deputado,2,verified_translate,default_translate_fallback
da sua equipa => do seu time,2,verified_translate,matched_gpt_span
terem => ter,2,verified_translate,default_translate_fallback
garantido => garantida,2,verified_translate,default_translate_fallback
a ajudar => ∅,2,verified_translate,matched_manual_null_rule
fornecedor => provedor,2,verified_translate,default_translate_fallback
adicional => a mais,2,verified_translate,default_translate_fallback
apanharam => pegaram,2,verified_translate,default_translate_fallback
pedir => pegar,2,verified_translate,default_translate_fallback
quer => querem,2,verified_translate,default_translate_fallback
o mesmo => a mesma coisa,2,verified_translate,default_translate_fallback
a querer => querendo se,2,verified_translate,default_translate_fallback
gravidas => gestantes,2,verified_translate,default_translate_fallback
carenciadas => carentes,2,verified_translate,matched_gpt_span
a entregar => entregando,2,verified_translate,matched_manual_progressive_rule
hoje => ∅,2,verified_translate,matched_manual_null_rule
violacoes => estupros,2,verified_translate,default_translate_fallback
lhe => lo,2,verified_translate,default_translate_fallback
a atacar => atacando,2,verified_translate,matched_manual_progressive_rule
sector dos => setor de,2,verified_translate,default_translate_fallback
a acabar => acabando,2,verified_translate,matched_manual_progressive_rule
deslocacao => deslocamento,2,verified_translate,matched_gpt_span
sem abrigo => rua,2,verified_translate,default_translate_fallback
presidentes de camara municipal => prefeitos,2,verified_translate,default_translate_fallback
a => com,2,verified_translate,default_translate_fallback
a acompanhar => ∅,2,verified_translate,matched_manual_null_rule
∅ => acompanhando,2,verified_translate,matched_manual_null_rule
caes => cachorros,2,verified_translate,default_translate_fallback
estao => esta,2,verified_translate,default_translate_fallback
a descer => descendo,2,verified_translate,matched_manual_progressive_rule
senhor => seu,2,verified_translate,default_translate_fallback
a fazer chamadas => fazendo ligacoes,2,verified_translate,default_translate_fallback
descam => desca,2,verified_translate,default_translate_fallback
para o => ao,2,verified_translate,default_translate_fallback
∅ => sua,2,verified_translate,matched_manual_null_rule
vietname => vietna,2,verified_translate,default_translate_fallback
boleia => carona,2,verified_translate,default_translate_fallback
da segunda volta => do segundo turno,2,verified_translate,default_translate_fallback
rapaz => menino,2,verified_translate,default_translate_fallback
estas a fazer => esta fazendo,2,verified_translate,default_translate_fallback
inteiro => todo,2,verified_translate,default_translate_fallback
perturbacao => transtorno,2,verified_translate,default_translate_fallback
do autismo => autista,2,verified_translate,default_translate_fallback
ocupacoes => invasoes,2,verified_translate,default_translate_fallback
a aplicacao => o aplicativo,2,verified_translate,matched_gpt_span
alargada => ampla,2,verified_translate,default_translate_fallback
quota => fatia,2,verified_translate,default_translate_fallback
∅ => faz,2,verified_translate,matched_manual_null_rule
a que => as quais,2,verified_translate,default_translate_fallback
sua => propria,2,verified_translate,default_translate_fallback
se bem que => embora,2,verified_translate,default_translate_fallback
a ter lugar => ocorrendo,2,verified_translate,matched_manual_progressive_rule
ultimo => fim,2,verified_translate,default_translate_fallback
frutuoso => frutifero,2,verified_translate,default_translate_fallback
bagdade => bagda,2,verified_translate,default_translate_fallback
de igual => do mesmo,2,verified_translate,default_translate_fallback
alarga => amplia,2,verified_translate,default_translate_fallback
quadro => ambito,2,verified_translate,default_translate_fallback
encontramo nos => estamos,2,verified_translate,default_translate_fallback
o entenderem => desejarem,2,verified_translate,default_translate_fallback
temos de => precisamos,2,verified_translate,default_translate_fallback
necessitamos de => precisamos,2,verified_translate,default_translate_fallback
∅ => podemos,2,verified_translate,matched_manual_null_rule
podemos => ∅,2,verified_translate,matched_manual_null_rule
molde a => modo,2,verified_translate,default_translate_fallback
tarta => tartan,2,verified_translate,default_translate_fallback
o contributo => a contribuicao,2,verified_translate,default_translate_fallback
exploracao => propriedade,2,verified_translate,default_translate_fallback
refere => menciona,2,verified_translate,default_translate_fallback
refere => ∅,2,verified_translate,matched_manual_null_rule
inscricao => inclusao,2,verified_translate,default_translate_fallback
interrogar => ∅,2,verified_translate,matched_manual_null_rule
iandd => i d,2,verified_translate,default_translate_fallback
altura => hora,2,verified_translate,default_translate_fallback
afectar => destinar,2,verified_translate,default_translate_fallback
levar a cabo => realizar,2,verified_translate,default_translate_fallback
tendo => levando,2,verified_translate,default_translate_fallback
extra judiciais => extrajudiciais,2,verified_translate,default_translate_fallback
o lado => lugar,2,verified_translate,default_translate_fallback
momentos => pouco,2,verified_translate,default_translate_fallback
julgo => acredito,2,verified_translate,default_translate_fallback
a evoluir => evoluindo,2,verified_translate,matched_manual_progressive_rule
pensoes => aposentadorias,2,verified_translate,default_translate_fallback
tonica => enfase,2,verified_translate,default_translate_fallback
forcas => forca,2,verified_translate,default_translate_fallback
defice orcamental => deficit orcamentario,2,verified_translate,default_translate_fallback
assenta => se baseia,2,verified_translate,default_translate_fallback
transacto => passado,2,verified_translate,default_translate_fallback
dos homens => das pessoas,2,verified_translate,default_translate_fallback
encetar => iniciar,2,verified_translate,default_translate_fallback
anti terrorista => antiterrorista,2,verified_translate,default_translate_fallback
sublinha => destaca,2,verified_translate,default_translate_fallback
a desenvolver => desenvolvendo,2,verified_translate,matched_manual_progressive_rule
recordado => mencionado,2,verified_translate,default_translate_fallback
na gra bretanha => no reino unido,2,verified_translate,default_translate_fallback
cimeiras => cupulas,2,verified_translate,default_translate_fallback
os alcancar => alcanca los,2,verified_translate,default_translate_fallback
vamos => ∅,2,verified_translate,matched_manual_null_rule
a => o senhor,2,verified_translate,default_translate_fallback
saber => know,2,verified_translate,default_translate_fallback
fazer => how,2,verified_translate,default_translate_fallback
∅ => nada,2,verified_translate,matched_manual_null_rule
detras => tras,2,verified_translate,matched_gpt_span
tempo => hora,2,verified_translate,default_translate_fallback
liberta => libera,2,verified_translate,matched_gpt_span
a levantar => levantando,2,verified_translate,matched_manual_progressive_rule
∅ => provavelmente,2,verified_translate,matched_manual_null_rule
provavelmente => ∅,2,verified_translate,matched_manual_null_rule
∅ => da opiniao,2,verified_translate,matched_manual_null_rule
opiniao => ∅,2,verified_translate,matched_manual_null_rule
controlo orcamental => controle orcamentario,2,verified_translate,default_translate_fallback
desse modo => dessa forma,2,verified_translate,default_translate_fallback
poupancas => economias,2,verified_translate,default_translate_fallback
nao obstante => no entanto,2,verified_translate,default_translate_fallback
para com os => em relacao aos,2,verified_translate,default_translate_fallback
∅ => deles,2,verified_translate,matched_manual_null_rule
bom => bem,2,verified_translate,default_translate_fallback
pilotagem => praticagem,2,verified_translate,default_translate_fallback
estes actos => esses atos,2,verified_translate,default_translate_fallback
poder => pode,2,verified_translate,default_translate_fallback
no => isso,2,verified_translate,default_translate_fallback
participacoes => denuncias,2,verified_translate,default_translate_fallback
regulamentares => regulatorias,2,verified_translate,default_translate_fallback
poderem => poder,2,verified_translate,default_translate_fallback
parte alguma => lugar algum,2,verified_translate,default_translate_fallback
porem => no entanto,2,verified_translate,default_translate_fallback
se verifica => ocorre,2,verified_translate,default_translate_fallback
pelo alargamento => pela ampliacao,2,verified_translate,default_translate_fallback
emitentes => emissores,2,verified_translate,default_translate_fallback
adjudicar => ser adjudicado,2,verified_translate,default_translate_fallback
a seguir => apos,2,verified_translate,default_translate_fallback
aplicar se => ser aplicadas,2,verified_translate,default_translate_fallback
referi => mencionei,2,verified_translate,default_translate_fallback
partilham => compartilham,2,verified_translate,matched_gpt_span
para la => alem,2,verified_translate,default_translate_fallback
exprimir => expressar,2,verified_translate,default_translate_fallback
a ler => lendo,2,verified_translate,matched_manual_progressive_rule
poem => colocam,2,verified_translate,default_translate_fallback
vai ser => sera,2,verified_translate,default_translate_fallback
podera => ∅,2,verified_translate,matched_manual_null_rule
a birmania => mianmar,2,verified_translate,default_translate_fallback
auto suficiencia => autossuficiencia,2,verified_translate,default_translate_fallback
dever => deve,2,verified_translate,default_translate_fallback
a analisar => analisando,2,verified_translate,matched_manual_progressive_rule
nesta altura => neste momento,2,verified_translate,default_translate_fallback
se numa => em uma,2,verified_translate,matched_gpt_span
∅ => mantermos,2,verified_translate,matched_manual_null_rule
propria => mesma,2,verified_translate,default_translate_fallback
virada => voltada,2,verified_translate,default_translate_fallback
∅ => minha,2,verified_translate,matched_manual_null_rule
passadeira => faixa de pedestres,2,verified_translate,default_translate_fallback
bilhetes => documentos,2,verified_translate,default_translate_fallback
por certo => com certeza,2,verified_translate,default_translate_fallback
ter => terem,2,verified_translate,default_translate_fallback
possui => tem,2,verified_translate,default_translate_fallback
acerca do => sobre o,2,verified_translate,default_translate_fallback
a bloquear => bloqueando,2,verified_translate,matched_manual_progressive_rule
demora => dura,2,verified_translate,default_translate_fallback
pois nao => ne,2,verified_translate,default_translate_fallback
e => a,2,verified_translate,default_translate_fallback
a achar => ∅,2,verified_translate,matched_manual_null_rule
∅ => achando,2,verified_translate,matched_manual_null_rule
lembras te => lembra,2,verified_translate,default_translate_fallback
homens => caras,2,verified_translate,default_translate_fallback
miuda => menina,2,verified_translate,default_translate_fallback
a acordar => acordando,2,verified_translate,matched_manual_progressive_rule
sabe => sabem,2,verified_translate,default_translate_fallback
por que => porque,2,verified_translate,default_translate_fallback
recusa => ∅,2,verified_translate,matched_manual_null_rule
∅ => nega,2,verified_translate,matched_manual_null_rule
∅ => ai,2,verified_translate,matched_manual_null_rule
a lutar => lutando por,2,verified_translate,default_translate_fallback
percebe => entende,2,verified_translate,default_translate_fallback
por => pelo,2,verified_translate,default_translate_fallback
tiveste => teve,2,verified_translate,default_translate_fallback
onde estao => cade,2,verified_translate,default_translate_fallback
reportagens => reportagem,2,verified_translate,default_translate_fallback
pare => para,2,verified_translate,default_translate_fallback
miuda => pirralha,2,verified_translate,default_translate_fallback
cuidar => cuida,2,verified_translate,default_translate_fallback
tudo => td,2,verified_translate,default_translate_fallback
para os => pros,2,verified_translate,default_translate_fallback
da covid 19 => do covid19,2,verified_translate,default_translate_fallback
a => ha,2,verified_translate,default_translate_fallback
acordem => acorda,2,verified_translate,default_translate_fallback
esta a acontecer => ta acontecendo,2,verified_translate,default_translate_fallback
e => eh,2,verified_translate,default_translate_fallback
que voces nao => q vcs n,2,verified_translate,default_translate_fallback
a => sua,2,verified_translate,default_translate_fallback
tu es => vc e,2,verified_translate,default_translate_fallback
usares => usar,2,verified_translate,default_translate_fallback
estou a tocar => to tocando,2,verified_translate,default_translate_fallback
a faturar => faturando,2,verified_translate,matched_manual_progressive_rule
a cortar => cortando,2,verified_translate,matched_manual_progressive_rule
procuram => procura,2,verified_translate,default_translate_fallback
extremo => ponta,2,verified_translate,default_translate_fallback
ouves => ouve se,2,verified_translate,default_translate_fallback
les => le se,2,verified_translate,default_translate_fallback
meter => colocar,2,verified_translate,default_translate_fallback
peditorio => vaquinha,2,verified_translate,default_translate_fallback
piada => graca,2,verified_translate,default_translate_fallback
andar a => ∅,2,verified_translate,matched_manual_null_rule
secundario => ensino medio,2,verified_translate,default_translate_fallback
uma viseira => um protetor facial,2,verified_translate,default_translate_fallback
ves => voce ve,2,verified_translate,default_translate_fallback
uns quantos => alguns,2,verified_translate,default_translate_fallback
viste => viu,2,verified_translate,default_translate_fallback
interessa => importa,2,verified_translate,default_translate_fallback
ex => exemplo,2,verified_translate,default_translate_fallback
expirada => vencida,2,verified_translate,default_translate_fallback
vc => voce,2,verified_translate,default_translate_fallback
poderes => voce poder,2,verified_translate,default_translate_fallback
consultas => visitas,2,verified_translate,default_translate_fallback
cafes => bares,2,verified_translate,default_translate_fallback
central => zagueiro,2,verified_translate,default_translate_fallback
gostos => curtidas,2,verified_translate,default_translate_fallback
mt => muito,2,verified_translate,default_translate_fallback
a cantar => cantando,2,verified_translate,matched_manual_progressive_rule
mts => muitos,2,verified_translate,default_translate_fallback
poderem => possam,2,verified_translate,default_translate_fallback
pq => por que,2,verified_translate,default_translate_fallback
da => dar,2,verified_translate,default_translate_fallback
decidi => resolvi,2,verified_translate,default_translate_fallback
∅ => das,2,verified_translate,matched_manual_null_rule
funciona => trabalha,2,verified_translate,default_translate_fallback
dos => das,2,verified_translate,default_translate_fallback
a segurar => segurando,2,verified_translate,matched_manual_progressive_rule
sei => sabo,2,verified_translate,default_translate_fallback
apoiar => suportar,2,verified_translate,default_translate_fallback
d a => da,2,verified_translate,default_translate_fallback
apanhou => cacou,2,verified_translate,default_translate_fallback
estao => ∅,2,verified_translate,matched_manual_null_rule
autoestrada => auto estrada,2,verified_translate,default_translate_fallback
result => resultado positivo,2,verified_translate,default_translate_fallback
17 horas => 17h,2,verified_translate,default_translate_fallback
oferta => oferece,2,verified_translate,default_translate_fallback
aulas => aula,2,verified_translate,default_translate_fallback
encaminhamento => envio,2,verified_translate,default_translate_fallback
expoe => expoem,2,verified_translate,default_translate_fallback
predio => predios,2,verified_translate,default_translate_fallback
arrendatario => locatario,2,verified_translate,default_translate_fallback
de => os,2,verified_translate,default_translate_fallback
justamente => justo,1,verified_translate,default_translate_fallback
suspendem => sustam,1,verified_translate,matched_manual_span
demolicao => derrubada,1,verified_translate,matched_manual_span
a um => ∅,1,verified_translate,matched_manual_null_rule
regressasse => retornasse,1,verified_translate,matched_manual_span
a esquiar => esquiando,1,verified_translate,matched_manual_progressive_rule
ao espectaculo => o show,1,verified_translate,matched_manual_span
divide se => racha,1,verified_translate,default_translate_fallback
feita => feito,1,verified_translate,matched_manual_span
falecidos => mortos,1,verified_translate,default_translate_fallback
o triturar => tritura lo,1,verified_translate,matched_manual_span
∅ => proximo,1,verified_translate,matched_manual_null_rule
criadores => criatorios,1,verified_translate,matched_manual_span
leilao => remate,1,verified_translate,matched_manual_span
esta a recuperar => ∅,1,verified_translate,matched_manual_null_rule
∅ => recupera,1,verified_translate,matched_manual_null_rule
expropriar => desapropriar,1,verified_translate,matched_manual_span
a caixa de velocidades => o cambio,1,verified_translate,matched_manual_span
fazerem vista grossa => fazer vistas grossas para,1,verified_translate,default_translate_fallback
autorizacao => liberacao,1,verified_translate,matched_manual_span
nos dois jogos => nas duas partidas,1,verified_translate,matched_manual_span
um jogo => uma partida,1,verified_translate,matched_manual_span
este aspeto => esse aspecto,1,verified_translate,matched_manual_span
a plantacao prejudicada => o plantio prejudicado,1,verified_translate,matched_manual_span
cerco => assedio,1,verified_translate,matched_manual_span
uma => quantidade,1,verified_translate,default_translate_fallback
quantidade => ∅,1,verified_translate,matched_manual_null_rule
confecao => confeccao,1,verified_translate,matched_manual_span
a beijar => ∅,1,verified_translate,matched_manual_null_rule
∅ => beijando,1,verified_translate,matched_manual_null_rule
equipa qualificou => equipe,1,verified_translate,default_translate_fallback
∅ => classificou,1,verified_translate,matched_manual_null_rule
amigavel => amistoso,1,verified_translate,matched_manual_span
ter => teriam,1,verified_translate,default_translate_fallback
iam => ∅,1,verified_translate,matched_manual_null_rule
matriculas falsas => placas frias,1,verified_translate,default_translate_fallback
surf => surfe,1,verified_translate,matched_manual_span
desde o => do,1,verified_translate,matched_manual_span
via => pista,1,verified_translate,default_translate_fallback
uma nova relacao => um novo relacionamento,1,verified_translate,matched_manual_span
duplicaram => dobraram,1,verified_translate,matched_manual_span
continuar a aprofundar => seguir aprofundando,1,verified_translate,matched_manual_span
fiscal => impositiva,1,verified_translate,matched_manual_span
a dar => rendendo,1,verified_translate,matched_manual_progressive_rule
que falar => assunto,1,verified_translate,default_translate_fallback
como => tipo,1,verified_translate,default_translate_fallback
extra => extras,1,verified_translate,default_translate_fallback
tema da sida => assunto aids,1,verified_translate,default_translate_fallback
nos => a gente,1,verified_translate,default_translate_fallback
costumamos => costuma,1,verified_translate,default_translate_fallback
ficamos a saber => fica sabendo,1,verified_translate,matched_manual_span
toda a gente a ter => todo mundo tendo,1,verified_translate,default_translate_fallback
correspondencia => correspondencias,1,verified_translate,default_translate_fallback
encher => lotar,1,verified_translate,default_translate_fallback
falsa => fake,1,verified_translate,default_translate_fallback
foram => ∅,1,verified_translate,matched_manual_null_rule
embora => mandaram,1,verified_translate,default_translate_fallback
do iluminismo => da ilustracao,1,verified_translate,default_translate_fallback
economico => economica,1,verified_translate,default_translate_fallback
o defice => deficit,1,verified_translate,default_translate_fallback
na primeira parte => no primeiro tempo,1,verified_translate,default_translate_fallback
remates => finalizacoes,1,verified_translate,default_translate_fallback
rematou => finalizou,1,verified_translate,default_translate_fallback
medios defensivos => volantes,1,verified_translate,default_translate_fallback
antigo => velho,1,verified_translate,default_translate_fallback
decorrem => vao,1,verified_translate,default_translate_fallback
a esta => dessa,1,verified_translate,default_translate_fallback
de => disto,1,verified_translate,default_translate_fallback
sair desta => pular fora dessa,1,verified_translate,default_translate_fallback
bancadas raparigas => arquibancadas meninas,1,verified_translate,default_translate_fallback
calcoes => shorts,1,verified_translate,default_translate_fallback
toda a gente => ∅,1,verified_translate,matched_manual_null_rule
cansada => todo mundo cansado,1,verified_translate,default_translate_fallback
riscas desportivas => listras esportivas,1,verified_translate,default_translate_fallback
por => do,1,verified_translate,default_translate_fallback
perucas gigantes => peruconas,1,verified_translate,default_translate_fallback
caras pintadas => carapintadas,1,verified_translate,default_translate_fallback
ha outra solucao => tem outro jeito,1,verified_translate,default_translate_fallback
por tomar => tomando,1,verified_translate,default_translate_fallback
em atraso dos => atrasados de,1,verified_translate,default_translate_fallback
foi pago => saiu,1,verified_translate,default_translate_fallback
decorrera => transcorrera,1,verified_translate,default_translate_fallback
jogos => cotejos,1,verified_translate,default_translate_fallback
clube => agremiacao,1,verified_translate,default_translate_fallback
punido => punida,1,verified_translate,default_translate_fallback
licenciou => ele,1,verified_translate,default_translate_fallback
∅ => bacharelou,1,verified_translate,matched_manual_null_rule
intermedia => intermediaria,1,verified_translate,default_translate_fallback
termina => acaba,1,verified_translate,default_translate_fallback
estabelecimento prisional em => presidio de,1,verified_translate,default_translate_fallback
a brilhar => brilhando,1,verified_translate,matched_manual_progressive_rule
cheio => lotado,1,verified_translate,default_translate_fallback
a realizar um regresso => realizando uma volta,1,verified_translate,default_translate_fallback
do discurso => da fala,1,verified_translate,default_translate_fallback
a toda a gente => para todo mundo,1,verified_translate,default_translate_fallback
videojogos => videogame,1,verified_translate,default_translate_fallback
biliao de dolares => trilhao,1,verified_translate,default_translate_fallback
se a arder => queimando,1,verified_translate,default_translate_fallback
a sufocar => sufocando,1,verified_translate,matched_manual_progressive_rule
bem => direito,1,verified_translate,default_translate_fallback
passou => ele passsou todo,1,verified_translate,default_translate_fallback
titulos => papeis,1,verified_translate,default_translate_fallback
defesas => zagueiros,1,verified_translate,default_translate_fallback
nos pontapes => nas cobrancas,1,verified_translate,default_translate_fallback
canto => escanteios,1,verified_translate,default_translate_fallback
zona => altura,1,verified_translate,default_translate_fallback
vinhas => videiras,1,verified_translate,default_translate_fallback
espingarda => escopeta,1,verified_translate,default_translate_fallback
instalacao => implantacao,1,verified_translate,default_translate_fallback
controlo acionista => controle acionario,1,verified_translate,default_translate_fallback
um salario minimo => piso,1,verified_translate,default_translate_fallback
dos tribunais => das cortes,1,verified_translate,default_translate_fallback
utilizam => lancam mao,1,verified_translate,default_translate_fallback
∅ => confunde,1,verified_translate,matched_manual_null_rule
confunde => ∅,1,verified_translate,matched_manual_null_rule
realizado => feito,1,verified_translate,default_translate_fallback
parcela do => parela dos,1,verified_translate,default_translate_fallback
gratuita => franca,1,verified_translate,default_translate_fallback
comissao => ∅,1,verified_translate,matched_manual_null_rule
na comissao => no diretorio,1,verified_translate,default_translate_fallback
pessoas => gente,1,verified_translate,default_translate_fallback
pensam => pensa,1,verified_translate,default_translate_fallback
embater => esbarrar,1,verified_translate,default_translate_fallback
no entanto => entretanto,1,verified_translate,default_translate_fallback
ouvido => escutado,1,verified_translate,default_translate_fallback
a sair do => deixando o,1,verified_translate,default_translate_fallback
∅ => quatro,1,verified_translate,matched_manual_null_rule
quatro => ∅,1,verified_translate,matched_manual_null_rule
dispararam contra os adeptos => atiraram nos torcedores,1,verified_translate,default_translate_fallback
a alcunha => o apelido,1,verified_translate,default_translate_fallback
camiao do => caminhao de,1,verified_translate,default_translate_fallback
nesta digressao => nessa turne,1,verified_translate,default_translate_fallback
concertos => shows,1,verified_translate,matched_gpt_span
espingardas automaticas => fuzis,1,verified_translate,default_translate_fallback
cacadeiras => espingardas,1,verified_translate,default_translate_fallback
delegacoes => sucursais,1,verified_translate,default_translate_fallback
identificar => levantar,1,verified_translate,default_translate_fallback
dentro de => em,1,verified_translate,default_translate_fallback
a passar os => passando,1,verified_translate,matched_manual_progressive_rule
proximo => perto,1,verified_translate,default_translate_fallback
assumiu para => tomou a,1,verified_translate,default_translate_fallback
a vencer => vencendo,1,verified_translate,matched_manual_progressive_rule
para nao => sem,1,verified_translate,default_translate_fallback
∅ => nome,1,verified_translate,matched_manual_null_rule
nome => ∅,1,verified_translate,matched_manual_null_rule
te => a voce,1,verified_translate,default_translate_fallback
em relacao ao => sobre o,1,verified_translate,default_translate_fallback
aos media => a midia,1,verified_translate,default_translate_fallback
travar => barrar,1,verified_translate,default_translate_fallback
a liderar => liderando,1,verified_translate,matched_manual_progressive_rule
partiu => largou,1,verified_translate,default_translate_fallback
infracao => falta,1,verified_translate,default_translate_fallback
nas => nos,1,verified_translate,default_translate_fallback
vez => lugar,1,verified_translate,default_translate_fallback
ma gestao => malversacao,1,verified_translate,default_translate_fallback
outros meios => outras formas,1,verified_translate,default_translate_fallback
com a => ∅,1,verified_translate,matched_manual_null_rule
desfecho => desenlace,1,verified_translate,default_translate_fallback
mantivesse => mantivessem,1,verified_translate,default_translate_fallback
maneira => jeito,1,verified_translate,default_translate_fallback
apreciava => curtia,1,verified_translate,default_translate_fallback
minha maneira => meu modo,1,verified_translate,default_translate_fallback
tocar => tocas,1,verified_translate,default_translate_fallback
desfazer => ∅,1,verified_translate,matched_manual_null_rule
∅ => defazer,1,verified_translate,matched_manual_null_rule
mil milhao de reais => bilhao,1,verified_translate,default_translate_fallback
tipo estava a morrer => cara tava morrendo,1,verified_translate,default_translate_fallback
estas sandalias => essa sandalia,1,verified_translate,default_translate_fallback
usa las => usar,1,verified_translate,default_translate_fallback
estao a sair => ela esta saindo,1,verified_translate,default_translate_fallback
atencao => atencaop,1,verified_translate,default_translate_fallback
do pessoal => da galera,1,verified_translate,default_translate_fallback
diz => ∅,1,verified_translate,matched_manual_null_rule
∅ => diga,1,verified_translate,matched_manual_null_rule
a minha equipa => o meu time,1,verified_translate,default_translate_fallback
reais => 00,1,verified_translate,default_translate_fallback
pa => po,1,verified_translate,default_translate_fallback
sofremos => levamos,1,verified_translate,default_translate_fallback
organismo => orgao,1,verified_translate,default_translate_fallback
o seu objetivo => sua meta,1,verified_translate,default_translate_fallback
angariar => levantar,1,verified_translate,default_translate_fallback
medios => volantes,1,verified_translate,default_translate_fallback
construcao => armacao,1,verified_translate,default_translate_fallback
estaleiros => canteiros,1,verified_translate,default_translate_fallback
a apoia lo => apoiando ele,1,verified_translate,default_translate_fallback
regatear => pechinchar,1,verified_translate,default_translate_fallback
windsurf => windsurfe,1,verified_translate,default_translate_fallback
nazi => nazista,1,verified_translate,default_translate_fallback
salienta => ressalta,1,verified_translate,default_translate_fallback
passou => pulou,1,verified_translate,default_translate_fallback
no projecto => do projeto,1,verified_translate,default_translate_fallback
enfrenta => sofre,1,verified_translate,default_translate_fallback
no 11 o juizo => na 11a vara,1,verified_translate,default_translate_fallback
devido a => em razao da,1,verified_translate,default_translate_fallback
de inquerito instaurada => sindicante instalada,1,verified_translate,default_translate_fallback
licenciados => bachareis,1,verified_translate,default_translate_fallback
mil milhoes de dolares => bilhao,1,verified_translate,default_translate_fallback
enfarte => infarto,1,verified_translate,default_translate_fallback
1990 => 90,1,verified_translate,default_translate_fallback
ordem => vista,1,verified_translate,default_translate_fallback
voto => votos,1,verified_translate,default_translate_fallback
os quatro piscas ligados => o pisca alerta ligado,1,verified_translate,default_translate_fallback
basta => e so,1,verified_translate,default_translate_fallback
reivindicacao => demanda,1,verified_translate,default_translate_fallback
se do => o,1,verified_translate,default_translate_fallback
rigidas => duras,1,verified_translate,default_translate_fallback
suficientes => suficiente,1,verified_translate,default_translate_fallback
centros comerciais => shopping centers,1,verified_translate,default_translate_fallback
apoio a => apoioa,1,verified_translate,default_translate_fallback
convencoes medicas => convenios medicos,1,verified_translate,default_translate_fallback
cobrirem => atenderem,1,verified_translate,default_translate_fallback
seguro => convenio,1,verified_translate,default_translate_fallback
solicitara => cobrara,1,verified_translate,default_translate_fallback
reembolsar => ressarcir,1,verified_translate,default_translate_fallback
suportada => bancada,1,verified_translate,default_translate_fallback
as casas de banho => os banheiros,1,verified_translate,default_translate_fallback
pessoas com deficiencia => deficientes fisicos,1,verified_translate,default_translate_fallback
telemarketing => tele vendas,1,verified_translate,default_translate_fallback
no final => ao termino,1,verified_translate,default_translate_fallback
melhor marcador => cestinha,1,verified_translate,default_translate_fallback
destacou se => despontou,1,verified_translate,default_translate_fallback
gere => gerencia,1,verified_translate,default_translate_fallback
tempos recentes => tempo recente,1,verified_translate,default_translate_fallback
ecra larguissimo => tela larguissima,1,verified_translate,default_translate_fallback
motor => carro chefe,1,verified_translate,default_translate_fallback
a rir nos disto => rindo disso,1,verified_translate,default_translate_fallback
do mercado => ∅,1,verified_translate,matched_manual_null_rule
pela gestao => pelo manejo,1,verified_translate,default_translate_fallback
queixar se => reclamar,1,verified_translate,default_translate_fallback
afastamento => descolamento,1,verified_translate,default_translate_fallback
campanha => safra,1,verified_translate,default_translate_fallback
suficiente => bastante,1,verified_translate,default_translate_fallback
isso => ela,1,verified_translate,default_translate_fallback
adesao => ingresso,1,verified_translate,default_translate_fallback
queixava se => reclamava,1,verified_translate,default_translate_fallback
tostao => vintem,1,verified_translate,default_translate_fallback
a ganhar => ganhando,1,verified_translate,matched_manual_progressive_rule
desapareceram => sumiram,1,verified_translate,default_translate_fallback
a desaparecer => sumindo,1,verified_translate,matched_manual_progressive_rule
