kind,id,sent_pt_br,sent_pt_pt,len_br,len_pt,ratio
high_ratio,13609424,Sim.,Disseste que querias fazer isto.,4,32,8.0
high_ratio,10502116,Com.,O comandante Tucker é engenhoso.,4,32,8.0
high_ratio,5223136,É.,De seres criado.,2,16,8.0
high_ratio,14226288,Oi!,Isto é só uma precaução.,3,24,8.0
high_ratio,10800017,É o,É esse o vosso problema.,3,24,8.0
high_ratio,14652725,Oh,Tem muita graça.,2,16,8.0
high_ratio,10563890,Ok.,Já estou a tratar disso!,3,24,8.0
high_ratio,15362319,Sim.,"Disseram-te que te liguei, hoje?",4,32,8.0
high_ratio,3535987,Um,Um homem esperto,2,16,8.0
high_ratio,4275671,Ali!,Preciso que encontre um cadáver.,4,32,8.0
high_ratio,13281852,Ok.,Nós fizemo-lo acontecer.,3,24,8.0
high_ratio,10449500,Leo.,Queres dizer-me o que aconteceu?,4,32,8.0
high_ratio,7124103,Não!,"Senhor, faz-me boazinha, para...",4,32,8.0
high_ratio,5387516,Yo.,Tenho um pedido a fazer.,3,24,8.0
high_ratio,7746192,É?,Grande acidente?,2,16,8.0
high_ratio,12510545,E?,Bullseye Lights.,2,16,8.0
high_ratio,6919429,Uma,"Vá lá, isto é divertido.",3,24,8.0
high_ratio,7843857,É.,Está codificado.,2,16,8.0
high_ratio,6499049,É.,Eu não sei nada.,2,16,8.0
high_ratio,14703436,Ok.,O casaco da imobiliária.,3,24,8.0
high_ratio,4499640,Oh!,Vai ser muito divertido.,3,24,8.0
high_ratio,8824589,Não,A Saltykova é uma brasa.,3,24,8.0
high_ratio,1523767,Mal!,"Caro Pascà, aquele está tramado.",4,32,8.0
high_ratio,12108917,É?,"Sim, porque não?",2,16,8.0
high_ratio,3303216,Ok,Não te esqueças.,2,16,8.0
high_ratio,15491986,Ok.,"Muito bem, que se passa?",3,24,8.0
high_ratio,6392974,Sim,Disse isso e muito mais.,3,24,8.0
high_ratio,11576385,Me,Faz-me um favor.,2,16,8.0
high_ratio,4992006,A,Está lá?,1,8,8.0
high_ratio,1379778,É.,"Sim, sim, sim...",2,16,8.0
high_ratio,3971703,Não.,É um especialista em caligrafia.,4,32,8.0
high_ratio,7265722,Oi.,Sou uma grande badalhoca,3,24,8.0
high_ratio,11718854,Inez?,"Inês, necessitamos escritórios maiores.",5,39,7.8
high_ratio,8287650,É só.,Também tivemos resultados controversos.,5,39,7.8
high_ratio,3195985,Vão!,Agora podemos combatê-los aqui.,4,31,7.75
high_ratio,5432899,P d.,Investigação e Desenvolvimento.,4,31,7.75
high_ratio,9352722,Não?,Sabes que detesto estas coisas.,4,31,7.75
high_ratio,11315534,Não.,Queres que chame os seguranças?,4,31,7.75
high_ratio,6493679,Ahh.,"Muito, muito tempo, passarinho.",4,31,7.75
high_ratio,4236530,Sim.,Fui quarta entre 19 finalistas.,4,31,7.75
high_ratio,13502692,Mil?,Vais comprar isso ao Pentágono?,4,31,7.75
high_ratio,2096489,Sim?,Viemos arranjar a desfibradora.,4,31,7.75
high_ratio,12806063,Não.,Acho que terá muitos problemas.,4,31,7.75
high_ratio,12829580,Para,Queridas Satsu e pequena Chiyo.,4,31,7.75
high_ratio,13379300,Não.,"Síndrome de Huntington, eu sei.",4,31,7.75
high_ratio,14136605,Sim.,Não tinhas uma entrevista hoje?,4,31,7.75
high_ratio,2409475,Sim.,"Por acaso, estaria interessada?",4,31,7.75
high_ratio,14528678,Ron!,Vamos precisar do outro barril!,4,31,7.75
high_ratio,12192033,Sim.,Queres um teste de paternidade?,4,31,7.75
high_ratio,15326127,Oi.,Estão os dois a dormir?,3,23,7.666666666666667
high_ratio,5253159,Oi.,Ele não jogava há anos.,3,23,7.666666666666667
high_ratio,8645820,Oi.,"Eu disse, larga a arma!",3,23,7.666666666666667
high_ratio,7927464,Uso,Uso determinados fatos.,3,23,7.666666666666667
high_ratio,12729519,"Ok,","Está bem, é o seguinte.",3,23,7.666666666666667
high_ratio,1854181,Já.,I. GARANTINS Clausewitz,3,23,7.666666666666667
high_ratio,15010723,Oi.,Acho que é uma memória.,3,23,7.666666666666667
high_ratio,7331516,Mas,Há mais qualquer coisa.,3,23,7.666666666666667
high_ratio,4324163,Eu.,"Vê-me a mim. Muito bem,",3,23,7.666666666666667
high_ratio,6717095,Oh!,"Céus, isto é delicioso.",3,23,7.666666666666667
high_ratio,14922417,Ok?,Amy 23 de julho de 1999,3,23,7.666666666666667
high_ratio,15990802,Sim,E nós estamos a jantar!,3,23,7.666666666666667
high_ratio,7358844,20.,"O quê, estão a brincar?",3,23,7.666666666666667
high_ratio,6865549,Oi.,"Parabéns, querido Doug!",3,23,7.666666666666667
high_ratio,6457317,40.,"Temperatura de 40,5 oc.",3,23,7.666666666666667
high_ratio,12849609,Já?,Pode ligar-te de volta?,3,23,7.666666666666667
high_ratio,7383406,Vá.,Pedirei que o detenham.,3,23,7.666666666666667
high_ratio,9187188,Dr.,Cirurgião dos bombeiros,3,23,7.666666666666667
high_ratio,4016435,Oh!,Se calhar não foi nada.,3,23,7.666666666666667
high_ratio,14827703,Ei!,Aspersor phyllis diller,3,23,7.666666666666667
high_ratio,15046286,Eu.,Estavam todos ocupados.,3,23,7.666666666666667
high_ratio,5707652,Ai.,"Foda-se, a minha perna!",3,23,7.666666666666667
high_ratio,11587791,"Ok,","Pronto, funciona assim.",3,23,7.666666666666667
high_ratio,1351214,Oh!,Nunca as recuperaremos.,3,23,7.666666666666667
high_ratio,10448714,Oi.,Ele não me pode magoar.,3,23,7.666666666666667
high_ratio,12313773,Ok.,A banheira está pronta.,3,23,7.666666666666667
high_ratio,6899350,Oh!,É um gesto magnífico...,3,23,7.666666666666667
high_ratio,15597162,Oi.,Isto parece-te direito?,3,23,7.666666666666667
high_ratio,4091707,Labok,Re-sincronização HD Fernando Neiva ---,5,38,7.6
high_ratio,15525972,1206.,"Um, dois, seis - Um, dois, zero, seis.",5,38,7.6
high_ratio,15590980,Dinho,NomadaPT Damnant quod non intellegunt.,5,38,7.6
high_ratio,8381054,"Bom,",O que acontece é o seguinte...,4,30,7.5
high_ratio,4685919,Não.,Encontraram o vosso amiguinho?,4,30,7.5
high_ratio,2493540,Sim!,"Não, encontraremos outro modo.",4,30,7.5
high_ratio,1941079,Boa.,"Caro senhor, tive muito gosto.",4,30,7.5
high_ratio,6237731,Sim.,Passa-se algo de muito errado.,4,30,7.5
high_ratio,6597890,Sim.,Toda gravidez causa incômodos.,4,30,7.5
high_ratio,6777516,Olá?,"Portanto, quero mais dinheiro.",4,30,7.5
high_ratio,9013347,É.,"Sim, por favor.",2,15,7.5
high_ratio,9881151,Sei.,"Sim, mas fazemos o seguinte...",4,30,7.5
high_ratio,2023119,Não.,Posso contar-lhe uma história?,4,30,7.5
high_ratio,11700614,É.,Sabes que mais?,2,15,7.5
high_ratio,13726282,É.,Revolucionário.,2,15,7.5
high_ratio,736064,Kilo,Tradução para PT-PT por mpenaf,4,30,7.5
high_ratio,4898644,É.,Não tive tempo.,2,15,7.5
high_ratio,8195697,Só,Eu só te ouvi a,2,15,7.5
high_ratio,13806418,Sim.,ESPRIT AGÊNCIA DE MODELOS Sim.,4,30,7.5
high_ratio,7317800,Sim.,Devolveu a Serena a vida dela.,4,30,7.5
high_ratio,14334620,É!,"Nao, nao vamos.",2,15,7.5
high_ratio,8363086,Uau!,Agenda eletrónica Não sei bem.,4,30,7.5
high_ratio,14480251,É.,Ótima resposta!,2,15,7.5
high_ratio,7546733,É.,"Pois, desculpa.",2,15,7.5
high_ratio,13859610,É.,É de confiança.,2,15,7.5
high_ratio,6759280,Não.,Estou a chocar qualquer coisa.,4,30,7.5
high_ratio,12295443,É.,Tens a certeza?,2,15,7.5
high_ratio,13352585,Bom.,Estás a ameaçar transferir-me?,4,30,7.5
high_ratio,3177052,Sim.,"Bem, parece que o encontramos.",4,30,7.5
high_ratio,9016128,É?,"Sim, é verdade.",2,15,7.5
high_ratio,9634361,É.,Levar arquivos?,2,15,7.5
high_ratio,8234349,Wow.,"Regalamela, quero ser a minha.",4,30,7.5
high_ratio,7554079,Não.,Estou ligeiramente indisposta.,4,30,7.5
high_ratio,1523474,É.,"Sim, em tempos.",2,15,7.5
high_ratio,7317898,Não.,Porque alguém quereria partir?,4,30,7.5
high_ratio,7817596,Pvc?,São contracções ventriculares?,4,30,7.5
high_ratio,9800386,É.,"Sim, é verdade.",2,15,7.5
high_ratio,10607047,Sim.,"Sim, sou o polícia da postura.",4,30,7.5
high_ratio,11504372,Sim!,Pensava que fosses falar do...,4,30,7.5
low_ratio,6776810,Quer minha opinião profissional?,A,32,1,0.03125
low_ratio,7119139,Eis a minha atração favorita.,A,29,1,0.034482758620689655
low_ratio,7934219,Nossa manchete principal...,A,27,1,0.037037037037037035
low_ratio,1376080,E merecemos uma recompensa.,E,27,1,0.037037037037037035
low_ratio,2074665,A realidade é a seguinte...,A,27,1,0.037037037037037035
low_ratio,4913768,"Veja, esse é o meu lema...",O,26,1,0.038461538461538464
low_ratio,9928886,Toby Ziegler disse que...,O,25,1,0.04
low_ratio,4200321,E vou te dizer uma coisa.,E,25,1,0.04
low_ratio,696063,Cuidado com 15 de março.,V,24,1,0.041666666666666664
low_ratio,837030,Fuzileiros em Iwo Jima!,E,23,1,0.043478260869565216
low_ratio,9146588,E é porisso que eu digo,E,23,1,0.043478260869565216
low_ratio,4266155,"E como Mercutio disse,",E,22,1,0.045454545454545456
low_ratio,6000600,E disse a mim mesmo...,E,22,1,0.045454545454545456
low_ratio,6398028,Simplesmente como soa.,U,22,1,0.045454545454545456
low_ratio,4570771,Minha filosofia disto.,A,22,1,0.045454545454545456
low_ratio,942528,Não há nenhuma dúvida.,O,22,1,0.045454545454545456
low_ratio,10089700,Minha última produção;,A,22,1,0.045454545454545456
low_ratio,14262678,Essa é minha pergunta.,A,22,1,0.045454545454545456
low_ratio,6775251,E vou dizer outra vez.,E,22,1,0.045454545454545456
low_ratio,7809457,Conferência amanhã...,A,21,1,0.047619047619047616
low_ratio,3333299,"Sim, pode deixar, BC.",J,21,1,0.047619047619047616
low_ratio,4909923,"A resposta correta é,",A,21,1,0.047619047619047616
low_ratio,2207090,A resposta é simples.,A,21,1,0.047619047619047616
low_ratio,493214,A situação permanece.,A,21,1,0.047619047619047616
low_ratio,15221914,THE UNIT 2ª Temporada,T,21,1,0.047619047619047616
low_ratio,6235461,"Meu pai sempre disse,",O,21,1,0.047619047619047616
low_ratio,8043718,Meus grandes feitos.,A,20,1,0.05
low_ratio,7575123,E eu lhe respondo...,A,20,1,0.05
low_ratio,14604552,Posso terminar isso?,E,20,1,0.05
low_ratio,4568944,"Eu pensei, depois...",E,20,1,0.05
low_ratio,1904614,E Frutas e legumes!,E,19,1,0.05263157894736842
low_ratio,9934959,E o peixinho diz...,E,19,1,0.05263157894736842
low_ratio,7243521,E vou responder-te.,E,19,1,0.05263157894736842
low_ratio,16000417,Derrubar o guarda 2,1,19,1,0.05263157894736842
low_ratio,12519520,História engraçada.,É,19,1,0.05263157894736842
low_ratio,15481898,Sei de uma coisa...,A,19,1,0.05263157894736842
low_ratio,15669084,"Minha força disse,",A,18,1,0.05555555555555555
low_ratio,13974163,A coisa era assim.,A,18,1,0.05555555555555555
low_ratio,10690364,Esse é o problema.,O,18,1,0.05555555555555555
low_ratio,4450569,Legado de Magritte,O,18,1,0.05555555555555555
low_ratio,13282125,Descobri algo sobre estes demônios.,E?,35,2,0.05714285714285714
low_ratio,7920608,E está dizendo...,E,17,1,0.058823529411764705
low_ratio,6735514,As autoridades não acreditariam...,As,34,2,0.058823529411764705
low_ratio,8846870,A música é assim.,A,17,1,0.058823529411764705
low_ratio,6548488,Até este filho da,E,17,1,0.058823529411764705
low_ratio,14548868,E um pouco disso.,E,17,1,0.058823529411764705
low_ratio,9349630,A mesma história.,O,17,1,0.058823529411764705
low_ratio,5200892,"Não farei promessas, exceto uma...",Só,34,2,0.058823529411764705
low_ratio,13315914,E aí eu gritei...,E,17,1,0.058823529411764705
low_ratio,4729664,E mais uma coisa.,E,17,1,0.058823529411764705
low_ratio,6363213,A minha avó dizia,A,17,1,0.058823529411764705
low_ratio,5184693,"Sala 5, Taeko Okajima, 25 pontos.",25,33,2,0.06060606060606061
low_ratio,12105279,"Assim, quando terminar a história",S.,33,2,0.06060606060606061
low_ratio,12522942,Esse é o acordo.,O,16,1,0.0625
low_ratio,15719995,"Minha mãe dizia,",A,16,1,0.0625
low_ratio,2224663,O tenente Calley,O,16,1,0.0625
low_ratio,6316070,E na cabeça dele,E,16,1,0.0625
low_ratio,3105144,"Então Harry diz,",E,16,1,0.0625
low_ratio,14481210,"Pensei na hora,",O,15,1,0.06666666666666667
low_ratio,10530554,Preciso sair e achar Crichton.,Ok,30,2,0.06666666666666667
low_ratio,7317802,Tradução Mara Reajustes Arodri,M.,30,2,0.06666666666666667
low_ratio,10549905,O problema é...,O,15,1,0.06666666666666667
low_ratio,14875206,"Então eu disse,",E,15,1,0.06666666666666667
low_ratio,415578,Se vocês dois tivessem dito...,Se,30,2,0.06666666666666667
low_ratio,14936024,Estou em frente ao computador.,Já,30,2,0.06666666666666667
low_ratio,8549329,Desafiaram a polícia federal.,Um,29,2,0.06896551724137931
low_ratio,5202793,Os meus homens descobriram...,Os,29,2,0.06896551724137931
low_ratio,447296,E além do mais,E,14,1,0.07142857142857142
low_ratio,15059067,"Sem problema, sem problema, sem problema.",Lá.,41,3,0.07317073170731707
low_ratio,12785834,Provavelmente ganharei algumas respostas negativas...,Sim.,53,4,0.07547169811320754
low_ratio,8197086,Meu amigo está sentado aí.,E?,26,2,0.07692307692307693
low_ratio,13170453,Que tal isso?,E,13,1,0.07692307692307693
low_ratio,9206128,"Não matarás"".",O,13,1,0.07692307692307693
low_ratio,9983279,A Aurion 620.,A,13,1,0.07692307692307693
low_ratio,5386825,Isso não é nada engraçado.,Tu,26,2,0.07692307692307693
low_ratio,8400431,Estava no fundo da ravina.,E?,26,2,0.07692307692307693
low_ratio,324027,Adaptação e Legendas Gustavo Nightmare,Fim,38,3,0.07894736842105263
low_ratio,15438680,Não sei como é que ficou.,É.,25,2,0.08
low_ratio,7935124,Dr. Nick riviera medicina clandestina,Dr.,37,3,0.08108108108108109
low_ratio,10832587,0BoxeadorJoe,0,12,1,0.08333333333333333
low_ratio,10971061,"Básicamente,",E,12,1,0.08333333333333333
low_ratio,3328574,"Sim, eu sei.",J,12,1,0.08333333333333333
low_ratio,5523767,"Adam - 12, 1",1,12,1,0.08333333333333333
low_ratio,6182821,Eu implorei.,E,12,1,0.08333333333333333
low_ratio,7365387,Quem é você?,E,12,1,0.08333333333333333
low_ratio,2089848,"Meu pai diz,",O,12,1,0.08333333333333333
low_ratio,15952877,Em uma carta,A,12,1,0.08333333333333333
low_ratio,13781205,É seu sonho.,É,12,1,0.08333333333333333
low_ratio,15598140,Traduzido por Tkdoll (Tô munitaaaaaaaaaaaaaaam?,Boa!,47,4,0.0851063829787234
low_ratio,15693255,[Respirando pesadamente] [Respirando pesadamente] [Respirando pesadamente] Ahhh...,Ahhh...,82,7,0.08536585365853659
low_ratio,181487,Wellington_tetsuo wellington_tetsuo,Meb,35,3,0.08571428571428572
low_ratio,2624057,Os antigos não dizem...,Os,23,2,0.08695652173913043
low_ratio,6108389,Estabilizador atingido.,0.,23,2,0.08695652173913043
low_ratio,12825646,"Por favor, o burro não.",Eu,23,2,0.08695652173913043
low_ratio,6708128,Mas vou lhe dizer isto.,Te,23,2,0.08695652173913043
low_ratio,3296175,É tudo que quero fazer.,Só,23,2,0.08695652173913043
low_ratio,1958484,Vander Colombo e Gianfranco Marchi,Fim,34,3,0.08823529411764706
low_ratio,8733201,"Se tratando de melões,",Um,22,2,0.09090909090909091
low_ratio,1372365,Atrairá nosso público.,É!,22,2,0.09090909090909091
low_ratio,2200018,"Meus parabéns, senhor.",10,22,2,0.09090909090909091
low_ratio,15810004,Unidade de análise comportamental,Fbi,33,3,0.09090909090909091
low_ratio,15877149,E não custa,E,11,1,0.09090909090909091
low_ratio,3522899,"Quack, quack Quack, quack, quack!",Quá,33,3,0.09090909090909091
low_ratio,5496436,É assim que,A,11,1,0.09090909090909091
low_ratio,13029576,"Bonjour, mademoiselle.",V?,22,2,0.09090909090909091
low_ratio,7316220,"Tenham calma, rapazes.",M!,22,2,0.09090909090909091
low_ratio,9798637,Você consegue dizer 'Hyung Yung'?,Ok.,33,3,0.09090909090909091
low_ratio,5533912,"Discagem rápida, três.",3.,22,2,0.09090909090909091
low_ratio,1192951,"Até mais, senhora Até logo! Até logo! Até mais, senhora Até logo!",Adeus.,65,6,0.09230769230769231
low_ratio,6408469,Mãe! --------------------------------------,Mãe!,43,4,0.09302325581395349
low_ratio,10334117,Com uma melhorada ficaria ótimo.,Ok.,32,3,0.09375
low_ratio,9568495,Até amanhã eu terei esquecido...,Não,32,3,0.09375
low_ratio,6505215,Ninguém assina igual.,E?,21,2,0.09523809523809523
low_ratio,6567100,Quem do Homem-Aranha?,J.,21,2,0.09523809523809523
low_ratio,8881044,Eu estava pensando...,Eu,21,2,0.09523809523809523
low_ratio,6770706,Veja por este ângulo.,Vê,21,2,0.09523809523809523
low_ratio,3341046,Eu fiquei pensando...,Só,21,2,0.09523809523809523
low_ratio,3136944,Não estava com nenhum problema.,Tu.,31,3,0.0967741935483871
low_ratio,11945290,"Eu não suporto mentiras, ouviu?",Ei.,31,3,0.0967741935483871
low_ratio,95278,"Agora, demonstraremos a capacidade desta máquina maravilhosa.",Eis as,61,6,0.09836065573770492
low_ratio,8864235,O homem no,O,10,1,0.1
low_ratio,7841272,Comprar 12 calças de borracha.,Ah!,30,3,0.1
low_ratio,4928187,"Que bela companhia que arranjaste, Kate.",Não.,40,4,0.1
low_ratio,2800390,Foi uma noite longa.,É.,20,2,0.1
low_ratio,9801236,"Rapazes, a",A,10,1,0.1
low_ratio,9259502,DIA DA CORRIDA Memo!,9H,20,2,0.1
low_ratio,8961523,Entrei lá e disse...,Eu,20,2,0.1
low_ratio,14593571,E agora é hora de perguntar...,E é,30,3,0.1
low_ratio,9338280,O mesmo que em você.,No,20,2,0.1
low_ratio,7078027,Bom tempo.,É,10,1,0.1
low_ratio,2738775,E A Enfermaria Nº 6?,E?,20,2,0.1
low_ratio,3304616,"Gravei um comercial,",Eu,20,2,0.1
low_ratio,8476576,As categorias são...,As,20,2,0.1
low_ratio,15060863,A pergunta,A,10,1,0.1
low_ratio,3542776,Otavio August Cameiro Ferreira,Fim,30,3,0.1
low_ratio,11974466,O Inspetor,O,10,1,0.1
low_ratio,3889295,Vou Ihe dizer o que vou fazer.,Vou,30,3,0.1
low_ratio,12610016,Todos vós!,A,10,1,0.1
low_ratio,7810385,A conferência é daqui a pouco.,Há.,30,3,0.1
low_ratio,8890415,Você pensou que tinha acabado?,Tu.,30,3,0.1
low_ratio,14025029,Por quê...,E,10,1,0.1
low_ratio,15281468,Ele estava tentando andar honestamente.,Sim.,39,4,0.10256410256410256
low_ratio,11909320,Pois vou lhe dizer uma coisa.,Vou,29,3,0.10344827586206896
low_ratio,5424583,Dirigido por... HayaoMiyazaki,Fim,29,3,0.10344827586206896
low_ratio,15149119,Nem sabia que existiam lados.,Há.,29,3,0.10344827586206896
low_ratio,7202023,"Saia desta loja agora, Jewel!",Vá!,29,3,0.10344827586206896
low_ratio,10930387,Farei 30 anos na sexta-feira.,30?,29,3,0.10344827586206896
low_ratio,11945206,"Muito obrigado, isso é ótimo.",Ok.,29,3,0.10344827586206896
low_ratio,5516683,Está falando sério?,É.,19,2,0.10526315789473684
low_ratio,11325038,Isso deve ser dura.,É.,19,2,0.10526315789473684
low_ratio,5486903,Bem de onde saimos.,E.,19,2,0.10526315789473684
low_ratio,15662310,"Oh, não, não, não, não, não, não, não.",Não.,38,4,0.10526315789473684
low_ratio,15473403,Porque estamos esperando até casarmos.,Vai!,38,4,0.10526315789473684
low_ratio,10925421,Queria minha roupa de volta.,Sim,28,3,0.10714285714285714
low_ratio,3491970,Mas você poderia ter dito...,Mas,28,3,0.10714285714285714
low_ratio,10444286,"Apenas faça isso! Muito bem,",Já!,28,3,0.10714285714285714
low_ratio,9747926,Achei a saída de emergência.,Oh.,28,3,0.10714285714285714
low_ratio,6627425,Meu meio-irmão bem-sucedido.,Hã?,28,3,0.10714285714285714
low_ratio,14480509,Perto de prender esse homem?,Ok!,28,3,0.10714285714285714
low_ratio,1268491,"Sim, mas gostaria de ressaltar que...",Sim.,37,4,0.10810810810810811
low_ratio,10309828,Nunca estive numa instituição mental.,Não.,37,4,0.10810810810810811
low_ratio,1620762,E vou lhe,E,9,1,0.1111111111111111
low_ratio,14750020,Temos que ter isso gravado.,Ei!,27,3,0.1111111111111111
low_ratio,15803912,"Butters, se acalme",Ok,18,2,0.1111111111111111
low_ratio,15101316,Algumas restrições devem aplicar-se.,Sim?,36,4,0.1111111111111111
low_ratio,11813741,"E então a Sra. Higgins diz,",E a,27,3,0.1111111111111111
low_ratio,6893792,"Iolaus, tenho de ir vê-los.","Uh,",27,3,0.1111111111111111
low_ratio,523360,Use um pouco de diplomacia.,Ok!,27,3,0.1111111111111111
low_ratio,9670151,Eis o que eu acho.,Eu,18,2,0.1111111111111111
low_ratio,316076,Tradução e correções - Kilo,Fim,27,3,0.1111111111111111
low_ratio,11129859,Olha o passarinho!,X!,18,2,0.1111111111111111
low_ratio,2232179,A escolha,A,9,1,0.1111111111111111
low_ratio,14796923,Quanto trabalho para vender colônia.,Olá.,36,4,0.1111111111111111
low_ratio,13543721,Aquela era uma suspensão temporária.,Não.,36,4,0.1111111111111111
low_ratio,1217867,Sei o que,O,9,1,0.1111111111111111
low_ratio,6769744,De um vendilhão como Flynt.,Mr.,27,3,0.1111111111111111
low_ratio,4200840,"Em uma respiração suave, eu",Num,27,3,0.1111111111111111
low_ratio,9665984,"Sim, eu explico no caminho.",Ok.,27,3,0.1111111111111111
low_ratio,81512,Vamos lá.,Ç,9,1,0.1111111111111111
low_ratio,2464592,##############Guiguns###############,João,36,4,0.1111111111111111
low_ratio,12058823,Hrothgar!,É,9,1,0.1111111111111111
low_ratio,7305857,Adoro essa música.,É.,18,2,0.1111111111111111
low_ratio,7272827,"Policial, foi absolutamente maldoso.",[Pt],36,4,0.1111111111111111
low_ratio,15914733,"Não, mas obrigada.",É.,18,2,0.1111111111111111
low_ratio,13612611,São muito bonitas.,É?,18,2,0.1111111111111111
low_ratio,7066328,Quando eu encontrar meu lar,Sim,27,3,0.1111111111111111
low_ratio,11324502,Você já viu antes.,É.,18,2,0.1111111111111111
low_ratio,13684995,Apenas o nome dele,Só,18,2,0.1111111111111111
low_ratio,15629100,Isso é...,É,9,1,0.1111111111111111
low_ratio,14797598,Fiz os ajustes necessários.,Ok.,27,3,0.1111111111111111
low_ratio,6500756,Já disse para ficar parada.,Vê?,27,3,0.1111111111111111
low_ratio,8234929,"Tudo bem, veja, veja, veja.",25!,27,3,0.1111111111111111
low_ratio,14356637,Eu pensei que você fosse me perguntar como eu estive.,É bom.,53,6,0.11320754716981132
low_ratio,9235628,Escuridão enche meu coraçao de dor.,Meu!,35,4,0.11428571428571428
low_ratio,4685705,Sofremos perda de energia elétrica.,Não.,35,4,0.11428571428571428
low_ratio,9292644,[Dance music playing] [Cantar] bebê,Baby,35,4,0.11428571428571428
low_ratio,9056444,"Relaxe, sou motorista profissional.",Sim?,35,4,0.11428571428571428
low_ratio,4682171,"DECÁLOGO, Episódio VII Não Furtarás",Sete,35,4,0.11428571428571428
low_ratio,14106868,Agência de Segurança Federal Russa.,Fsb.,35,4,0.11428571428571428
low_ratio,5273200,"É Sim, eu compreendo completamente.",Vês?,35,4,0.11428571428571428
low_ratio,13017129,"Margaret, significa tanto para ela.",Pai.,35,4,0.11428571428571428
low_ratio,2239149,Você recebe o dinheiro diariamante?,Não.,35,4,0.11428571428571428
low_ratio,3330537,Nada aconteceu ao general enquanto ele estava na propriedade.,O Audi.,61,7,0.11475409836065574
low_ratio,686032,Legendas e Sincronia MAURO,Fim,26,3,0.11538461538461539
low_ratio,5150179,Estamos trabalhando nisso.,Vá.,26,3,0.11538461538461539
low_ratio,13242993,TRADUÇÃO - lpatp PRODUÇOES,Opt,26,3,0.11538461538461539
low_ratio,10898736,Eu farei negócio com você.,Oh.,26,3,0.11538461538461539
low_ratio,4721647,Quantos na semana passada?,Oh!,26,3,0.11538461538461539
low_ratio,2985515,Você se sentir mais viril.,Mal,26,3,0.11538461538461539
low_ratio,8328588,Mas vou dizer uma coisa...,Mas,26,3,0.11538461538461539
low_ratio,8488437,"Vamos Marvim, pra Marklar!",Já?,26,3,0.11538461538461539
low_ratio,15914244,Ainda bem que você chegou.,Olá,26,3,0.11538461538461539
low_ratio,9760468,ajude-me! Estou sangrando!,Ei!,26,3,0.11538461538461539
low_ratio,9747930,Achei a saída de incêndio.,Oh.,26,3,0.11538461538461539
low_ratio,12579192,"Não, gracias, Gracias, não, não, Me escuta.",Ouve.,43,5,0.11627906976744186
low_ratio,7549906,"Agora, se íamos conversar, vamos conversar.",Fale!,43,5,0.11627906976744186
low_ratio,1862483,Dr. Tristan Adams,A/,17,2,0.11764705882352941
low_ratio,6225198,Você está dispensado desta missão.,Sim.,34,4,0.11764705882352941
low_ratio,15438282,Nós nos conhecíamos desde criança.,Vem!,34,4,0.11764705882352941
low_ratio,12665161,Deixe-nos preparar algo para eles.,Não.,34,4,0.11764705882352941
low_ratio,4861843,"Não, não, não, não, não, não, não!",Não!,34,4,0.11764705882352941
low_ratio,13246483,O DNA confirma-o.,E?,17,2,0.11764705882352941
low_ratio,2526926,O que quer dizer?,E?,17,2,0.11764705882352941
low_ratio,5797888,Eu tenho 31 anos.,E?,17,2,0.11764705882352941
low_ratio,8558664,Agentes Especiais Scully e Mulder.,Fbi.,34,4,0.11764705882352941
low_ratio,9013556,Ele está concorrendo a presidente?,Sim.,34,4,0.11764705882352941
low_ratio,4997183,Nós podemos ouvir,Já,17,2,0.11764705882352941
low_ratio,13605176,Regras para um Escritório Moderno.,Pam.,34,4,0.11764705882352941
low_ratio,2123246,Minha esposa é muito superticiosa.,Sim?,34,4,0.11764705882352941
low_ratio,10140413,Hospital saint catherine entrada principal,Gwen.,42,5,0.11904761904761904
low_ratio,8455401,"Eu-poderia-ter-sido- uma-ótima-dançarina""?",Pior.,42,5,0.11904761904761904
low_ratio,3352302,Ângulo de 030 à esquerda.,30.,25,3,0.12
low_ratio,9747833,"Ah, você tocou nos lados!",Oh!,25,3,0.12
low_ratio,5374459,Ressincronia WEB-DL Bola7,Mgw,25,3,0.12
low_ratio,8373864,Já fez vários comerciais.,Faz,25,3,0.12
low_ratio,7132084,Quer dinheiro vivo agora?,Já?,25,3,0.12
low_ratio,9482483,O que estou fazendo aqui?,Eu?,25,3,0.12
low_ratio,12433971,"Abaixe logo, não se mexa.",Já!,25,3,0.12
low_ratio,11105207,O MELHOR DA JUVENTUDE fim,Fim,25,3,0.12
low_ratio,8234928,"Vinte cinco, vinte cinco.",25!,25,3,0.12
low_ratio,1812960,Voltarei com um exército?,Eu?,25,3,0.12
low_ratio,1621407,"Pat, em Pearl Harbor e...",St.,25,3,0.12
low_ratio,15635107,"Está vendo? Oh, meu Deus.",Ok.,25,3,0.12
low_ratio,10908570,Mas desta vez te imploro.,Mas,25,3,0.12
low_ratio,1849024,Legenda por Arnaldo Assis,Fim,25,3,0.12
low_ratio,10338846,A corda-bamba dos Jacarés,216,25,3,0.12
low_ratio,2240070,SARANTSEV Nikodim Fomitch,Yu.,25,3,0.12
low_ratio,7123763,Do que você está falando?,Eu?,25,3,0.12
low_ratio,9207694,Não precisa se comprometer agora.,Sim.,33,4,0.12121212121212122
low_ratio,3559016,"Inauguração em breve""Oi, rapazes.",Olá!,33,4,0.12121212121212122
