kind,id,sent_pt_br,sent_pt_pt,len_br,len_pt,ratio,robust_z
hard_threshold,7212144,"Anda, vamos arrumar umas fritas.",Sim.,32,4,0.125,10.033187499999997
hard_threshold,10420528,Porão proibida entrada de alunos,Cave,32,4,0.125,10.033187499999997
hard_threshold,3832372,É melhor,É,8,1,0.125,10.033187499999997
hard_threshold,14356225,E então sofrem as consequências.,Fui.,32,4,0.125,10.033187499999997
hard_threshold,12064079,"O que fazemos agora, K2?",K2?,24,3,0.125,10.033187499999997
hard_threshold,4008088,Algo importante?,D!,16,2,0.125,10.033187499999997
hard_threshold,1116198,Príncipe,O,8,1,0.125,10.033187499999997
hard_threshold,12581370,E toda aquela conversa sobre conquistar o pais.,O quê?,47,6,0.1276595744680851,10.0026914893617
hard_threshold,5248034,"Para que pagamos vocês, afinal?",Mãe.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,13351761,Devíamos adicionar Vancomicina.,"0,4?",31,4,0.12903225806451613,9.986951612903225
hard_threshold,9352719,Porque está agindo deste jeito?,Não.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,12663605,"Estou tentando, estou tentando.",Não.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,7485902,Bureau Federal de Investigação.,Fbi.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,10446308,Quantas vezes vencemos o Chefe?,Olá.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,11322583,Posso morrer de cálculo biliar?,Não.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,3118639,Ambos estamos pelados na selva.,Nus.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,7800387,Parece que vamos estudar muito.,Não.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,13349928,Precisamos paralisar e intubar.,Pai!,31,4,0.12903225806451613,9.986951612903225
hard_threshold,11390078,Eu estou escrevendo sobre isso.,Quê?,31,4,0.12903225806451613,9.986951612903225
hard_threshold,13362019,A minha apresentação foi ótima.,Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,14466620,Façam sua presença perceptivel.,Fbi.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,3720908,"Estou orgulhosa de você, filho.",Mãe.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,8024791,"Ah, certo, certo, certo, certo.",Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,13975566,Não necessitava esses detalhes.,Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,12370247,Aquela com quem estava sentado?,Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,15460468,Eu estava por perto eu imaginei,Olá.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,14688263,"Ataque terrorista, gás nervoso?",Não.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,12602642,Lembrei como ele era conhecido.,Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,13521023,Estava vivendo como César aqui.,Sim?,31,4,0.12903225806451613,9.986951612903225
hard_threshold,15910491,"Estão todos esperando, bêbados.",Olá?,31,4,0.12903225806451613,9.986951612903225
hard_threshold,4566096,"É divertido, você vai adorar É divertido, você vai adorar É divertido, você vai adorar April?",Vais adorar.,93,12,0.12903225806451613,9.986951612903225
hard_threshold,15725385,"Certo, Stan, não fique nervoso.",Olá.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,6875114,Imagino que tenhamos terminado.,Olá.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,14981828,"Ah, aposto que eram deliciosos.",Sim.,31,4,0.12903225806451613,9.986951612903225
hard_threshold,12115451,O Instituto Cubano de Arte e Indústria Cinematográfica,O icaic,54,7,0.12962962962962962,9.980101851851849
hard_threshold,6462245,Apenas estou assustada.,85.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,4618642,É melhor com meu irmão.,Ei!,23,3,0.13043478260869565,9.970869565217388
hard_threshold,7521424,Te fiz sentir inseguro?,Eu?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,7066338,Como o sonho me ensinou,Sim,23,3,0.13043478260869565,9.970869565217388
hard_threshold,10172199,Ele não estava sozinho.,Vê?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,1228797,O que andei aprontando?,Eu?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,4847041,"Dennis, me dê uma arma!",Tu!,23,3,0.13043478260869565,9.970869565217388
hard_threshold,10442513,Você já fez isso antes.,Ok.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,4901348,Precisamos um do outro.,Ok.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,6715610,Clopin vai lhes contar.,Ow.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,3968649,O que está acontecendo?,Ei!,23,3,0.13043478260869565,9.970869565217388
hard_threshold,6621113,Então repitam comigo...,Por,23,3,0.13043478260869565,9.970869565217388
hard_threshold,12157226,"Realmente não é certo"".",Oh!,23,3,0.13043478260869565,9.970869565217388
hard_threshold,14938469,A mãe mora em Knighton.,Eu?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,1931984,Não tem cano desta vez?,Pá?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,13922864,Está fazendo muito bem.,Ok.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,4543370,Tenho de agradecer-lhe.,Pá.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,6182204,Pergunta isso para mim?,Eu?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,4105234,Então É um assunto meu.,Tu?,23,3,0.13043478260869565,9.970869565217388
hard_threshold,1411704,"Vá em frente, continue.",Vá!,23,3,0.13043478260869565,9.970869565217388
hard_threshold,6229601,Piloto automático ligado modo invisível ligado,Ligado,46,6,0.13043478260869565,9.970869565217388
hard_threshold,11295837,"Não se desculpe, Paige.",Já.,23,3,0.13043478260869565,9.970869565217388
hard_threshold,8878858,"[Conversas de rádio, indistinto] 10-4.",10-4.,38,5,0.13157894736842105,9.957749999999997
hard_threshold,14750266,Tem alguma coisa terrível acontecendo.,Lori.,38,5,0.13157894736842105,9.957749999999997
hard_threshold,8400419,Como você consegue pensar claramente mesmo com raiva?,Eu sei.,53,7,0.1320754716981132,9.952056603773583
hard_threshold,6491856,"Se você perder, vou buscar essas mulheres e te entregar como comida.",Dá a mão.,68,9,0.1323529411764706,9.948874999999997
hard_threshold,12306803,Eu não tenho nenhuma cicatriz.,Olá.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,12372595,Talvez devesse falar primeiro.,Mãe.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,2585495,"A próxima vez, nós convidamos.",Não.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,6837918,Você está me dizendo que você.,Não!,30,4,0.13333333333333333,9.93763333333333
hard_threshold,4286877,E também continuar a escrever?,Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,4681914,"Diga-me o endereço, por favor.",Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,4377251,"Claro, em um banco em Palermo.",Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,7426593,Uma dica grátis sobre comédia.,Dica,30,4,0.13333333333333333,9.93763333333333
hard_threshold,9158528,Isso deve esquecer o pesadelo.,Não!,30,4,0.13333333333333333,9.93763333333333
hard_threshold,5003386,Como Paul Delacourte a tratou?,Não.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,10983755,Não devia estar andando ainda.,Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,5300697,Cinco segundos!,As,15,2,0.13333333333333333,9.93763333333333
hard_threshold,13774084,O hit da queda.,Um,15,2,0.13333333333333333,9.93763333333333
hard_threshold,3144652,Você somente se,Só,15,2,0.13333333333333333,9.93763333333333
hard_threshold,7825034,Ela tem estado muito estranha.,Não.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,9563966,Quer ouvir minha parada? Claro,Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,2943620,Verônica disse que eram delas.,Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,14627944,Então porque está sussurrando?,Boa.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,1662044,"Sim, vamos ver.",Ok,15,2,0.13333333333333333,9.93763333333333
hard_threshold,12333160,Apenas me passe aquelas tiras.,Meu.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,7765076,Esqueço coisas.,E?,15,2,0.13333333333333333,9.93763333333333
hard_threshold,8388084,"Lembre-se do scanner quebrado,",Olá?,30,4,0.13333333333333333,9.93763333333333
hard_threshold,8732079,Não tenho problema de pressão.,Sim?,30,4,0.13333333333333333,9.93763333333333
hard_threshold,11214832,Na verdade preparar essas coisas é divertido.,É bom.,45,6,0.13333333333333333,9.93763333333333
hard_threshold,10903189,"Columbo, certo?",É.,15,2,0.13333333333333333,9.93763333333333
hard_threshold,4563753,Use duas baterias de caminhão.,Sim.,30,4,0.13333333333333333,9.93763333333333
hard_threshold,9817135,Não tem nennhuma justificação!,Sim!,30,4,0.13333333333333333,9.93763333333333
hard_threshold,14223610,Versão Brasileira paulostriker,Lore,30,4,0.13333333333333333,9.93763333333333
hard_threshold,1400381,Estou perturbado Estou perturbado Estou perturbado Atenção!,Silêncio,59,8,0.13559322033898305,9.911720338983049
hard_threshold,10964176,Que você e eu somos...,Oh.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,2674297,O que acha que está...,Ei!,22,3,0.13636363636363635,9.90288636363636
hard_threshold,4141631,"Os Marines, seu burro!",Os!,22,3,0.13636363636363635,9.90288636363636
hard_threshold,6332125,Serei franco com você.,Vou,22,3,0.13636363636363635,9.90288636363636
hard_threshold,10295210,Mas uma coisa eu digo.,Mas,22,3,0.13636363636363635,9.90288636363636
hard_threshold,5442270,Em seus acentos agora!,Já!,22,3,0.13636363636363635,9.90288636363636
hard_threshold,11293871,"Está na hora, querida.",Ok.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,14738843,Cansei dessa conversa!,Eu.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,157045,Tem lá suas vantagens.,Eu?,22,3,0.13636363636363635,9.90288636363636
hard_threshold,1254444,"Seu nome, Edward Hall.",35.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,12370193,O que é tão engraçado?,Eu.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,1317370,Subtitles by SOFTITLER,Fim,22,3,0.13636363636363635,9.90288636363636
hard_threshold,12081747,Você quer dizer fugir?,Ir?,22,3,0.13636363636363635,9.90288636363636
hard_threshold,1571256,É melhor que descanse.,Tá.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,10618931,"De jeito nenhum, cara.",Eu?,22,3,0.13636363636363635,9.90288636363636
hard_threshold,7303018,Oximetria de pulso 8O.,80.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,14739009,Você sempre foi assim?,Ok.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,8846681,"Um recado dos ""Anjos"".",Uma,22,3,0.13636363636363635,9.90288636363636
hard_threshold,14478067,"Isso é bom, muito bom.",Ok.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,5619423,"Número de pontos, 13O.",52.,22,3,0.13636363636363635,9.90288636363636
hard_threshold,13395301,Os escondi no meu rabo,E a,22,3,0.13636363636363635,9.90288636363636
hard_threshold,7763857,Ela está absolutamente certa.,Não!,29,4,0.13793103448275862,9.884913793103445
hard_threshold,6822954,"Sim, mas não é significativo.",Sim.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,13711503,Não estou ouvindo esta coisa.,Olá!,29,4,0.13793103448275862,9.884913793103445
hard_threshold,3342338,Quinn que seria informante...,Näo.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,3347896,Quero dizer algo para você...,Sim?,29,4,0.13793103448275862,9.884913793103445
hard_threshold,3906841,"Lembre Mertskhala, Andorinha.",Fixa,29,4,0.13793103448275862,9.884913793103445
hard_threshold,1800369,Não há outra rota apropriada.,Sim!,29,4,0.13793103448275862,9.884913793103445
hard_threshold,4275802,Comunique a todos os agentes.,Sim?,29,4,0.13793103448275862,9.884913793103445
hard_threshold,7859088,"Tem alguma coisa contra, huh?",Bom.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,1311710,"Não, não, não, não, não, não.",Não.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,14842296,"Bones, tem aqui nos arquivos.",Não.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,2494840,"Geologia avançada, Wellesley.",Não?,29,4,0.13793103448275862,9.884913793103445
hard_threshold,15485795,A enfermeira que você exigiu?,Não.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,14063410,"Ei, quer conhecer minha casa?",Sim.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,6981128,Autoridade Comercial Ferengi.,Acf.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,15687587,Está dormindo com meu marido?,Olá?,29,4,0.13793103448275862,9.884913793103445
hard_threshold,8194660,"Frank Fitts, fuzileiro naval.",Cor.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,935166,Espera até acabar a marcação.,Sim?,29,4,0.13793103448275862,9.884913793103445
hard_threshold,224820,Posso lhe fazer uma pergunta?,Sim.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,6506102,"Vamos lá, rapazinho, levanta.",Não!,29,4,0.13793103448275862,9.884913793103445
hard_threshold,2852527,"Sim, foi assim que o conheci.",Sim.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,7528848,Uma de minhas melhores peças.,Fui.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,6276127,Um milhão de vezes quis dizer,Quis,29,4,0.13793103448275862,9.884913793103445
hard_threshold,81496,Parece que prefere a marinha.,Sim.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,9009192,"Não, não vou usar o telefone.",Olá.,29,4,0.13793103448275862,9.884913793103445
hard_threshold,12241904,Estes filmes dão-me muito assustada.,Ouve!,36,5,0.1388888888888889,9.873930555555553
hard_threshold,11077426,Menino #9 Masakatsu Taguchi Menino #11 Tatsuhiko Hasegawa,6 Mortos,57,8,0.14035087719298245,9.857166666666664
hard_threshold,5388572,"Vamos lá, Dick é bom!",Vá.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,5166319,Você não parece sério agora.,Sim?,28,4,0.14285714285714285,9.828428571428569
hard_threshold,6397146,Você era uma garota valente.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,3595636,Oitenta-vinte.,20,14,2,0.14285714285714285,9.828428571428569
hard_threshold,286352,"Sargento Hawkins, assuma o comando.",Sgto.,35,5,0.14285714285714285,9.828428571428569
hard_threshold,10202034,"Sim, eu quero.",É.,14,2,0.14285714285714285,9.828428571428569
hard_threshold,7383874,Sim estávamos falando,Sr.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,14517762,"Café-da-manhã dos campeões"".",Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,10348478,Tem a certeza?,É?,14,2,0.14285714285714285,9.828428571428569
hard_threshold,13478176,"Venha, vamos dar algumas reboladas.",Anda.,35,5,0.14285714285714285,9.828428571428569
hard_threshold,5365106,Qual o motivo?,É.,14,2,0.14285714285714285,9.828428571428569
hard_threshold,807948,Tire suas coisas e conserte.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,12701259,Eu não agüentava mais,Bo!,21,3,0.14285714285714285,9.828428571428569
hard_threshold,11326820,É apenas uma entorse.,Iv.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,13749826,Varden e DSM3.,E?,14,2,0.14285714285714285,9.828428571428569
hard_threshold,10331251,MINISTÉRIO DA informação Oi.,Olá.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,12872583,Restos mortais,Pó,14,2,0.14285714285714285,9.828428571428569
hard_threshold,8310965,Você me pediu.,E?,14,2,0.14285714285714285,9.828428571428569
hard_threshold,830507,Estivemos juntas numa festa.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,1558448,Vamos dar uma olhada.,Ok.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,11945518,Os muçulmanos chacinaram os hindus.,Yeah.,35,5,0.14285714285714285,9.828428571428569
hard_threshold,4247531,Mas me responda isso.,Mas,21,3,0.14285714285714285,9.828428571428569
hard_threshold,11594624,Venham acompanhar a minha performa.,Olha!,35,5,0.14285714285714285,9.828428571428569
hard_threshold,10447616,Devem estar procurando você.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,5428823,"Três, só três!",3!,14,2,0.14285714285714285,9.828428571428569
hard_threshold,6380384,Desculpe se nós a acordamos.,Olá.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,11944953,Eles pareceram bastante assustados.,Okay.,35,5,0.14285714285714285,9.828428571428569
hard_threshold,881796,"A nenhuma prisão maldita, está bem?","A, n.",35,5,0.14285714285714285,9.828428571428569
hard_threshold,14476602,Ei Só uma pergunta...,Oi.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,11494426,É incrível como ela cresceu.,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,12918277,"Leia, não me importo.",Lê.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,14958819,Snake cambio desligo.,Mr.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,14841148,"Então, quem fazia os cortes?",Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,9729397,Temperatura 34 graus.,34.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,3790906,O que eu faço?,E?,14,2,0.14285714285714285,9.828428571428569
hard_threshold,1737794,Dona Matilde tem um amante!?,Não!,28,4,0.14285714285714285,9.828428571428569
hard_threshold,12369038,E então,E,7,1,0.14285714285714285,9.828428571428569
hard_threshold,14541715,BPeruchi Phoenix0 BPeruchi Phoenix0,Maria,35,5,0.14285714285714285,9.828428571428569
hard_threshold,768613,A mercadoria está toda aqui.,Sim!,28,4,0.14285714285714285,9.828428571428569
hard_threshold,1451644,Que batida de nádega!,Ai!,21,3,0.14285714285714285,9.828428571428569
hard_threshold,12934400,Acontece que estou nas vizinhanças.,Ouve!,35,5,0.14285714285714285,9.828428571428569
hard_threshold,10208246,Está fazendo uma confusão por nada.,Nada?,35,5,0.14285714285714285,9.828428571428569
hard_threshold,3877035,Até os paramédicos chegarem.,Mãe.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,14528724,"Vicki, grande sorriso agora.",Olá.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,3068373,E eu perguntei em casamento.,Pai.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,13464982,Depois do acidente de avião?,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,8602064,Perda de 82% de combustível.,82%.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,5017663,"Nós compraremos algumas, ok?",Nao!,28,4,0.14285714285714285,9.828428571428569
hard_threshold,6177934,403)}Quarenta e seis.,46!,21,3,0.14285714285714285,9.828428571428569
hard_threshold,123453,Norton J. WHITE EDITOR - IMPRENSA MATUTINA,Editor,42,6,0.14285714285714285,9.828428571428569
hard_threshold,7440225,Vocês são todos uns idiotas.,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,5429319,Travessia descuidada?,Eu?,21,3,0.14285714285714285,9.828428571428569
hard_threshold,8832767,É pra isso que serve.,Ok.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,7823853,Tenho certeza que há outros.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,8267013,Alguém está com fome?,Eu.,21,3,0.14285714285714285,9.828428571428569
hard_threshold,1438950,Onde o pasto cresce selvagem,Zeb.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,4382981,O que afetaria seu trabalho.,Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,14360635,Ele morava numa casa branca.,Sim!,28,4,0.14285714285714285,9.828428571428569
hard_threshold,5568294,Ele está me deixando maluca.,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,478947,Luís Filipe Bernardes,Fim,21,3,0.14285714285714285,9.828428571428569
hard_threshold,12579361,"Para, para, para, para, para, para.",Pára.,35,5,0.14285714285714285,9.828428571428569
hard_threshold,5464615,Conheci umas pessoas legais.,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,5317636,Um homem sábio,Um,14,2,0.14285714285714285,9.828428571428569
hard_threshold,8460729,Ela nos convenceu a estudar.,Sim.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,10347154,"O jeito deles,",Da,14,2,0.14285714285714285,9.828428571428569
hard_threshold,11323347,"Love Will Keep Us Together"".",Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,84563,"Sabe o que significa, Tanya?",Não.,28,4,0.14285714285714285,9.828428571428569
hard_threshold,14808267,Onde está todo mundo?,Uh?,21,3,0.14285714285714285,9.828428571428569
robust_z,8622756,E,E o Presidente da Câmara disse...,1,33,33.0,366.92799999999994
robust_z,13144323,À,Para a Princesa dos Elefantes...,1,32,32.0,355.46149999999994
robust_z,14927825,A,Os polícias a cavalo têm sempre,1,31,31.0,343.9949999999999
robust_z,14177602,A,Mas a semana passada disse...,1,29,29.0,321.0619999999999
robust_z,10890264,A,"Portanto, a escolha é vossa.",1,28,28.0,309.59549999999996
robust_z,5552184,E,Nem imaginas as estrelas que,1,28,28.0,309.59549999999996
robust_z,8738134,E,"Tenho 3 palavras pra vocês,",1,27,27.0,298.1289999999999
robust_z,4958579,O,A melhor mascote que há...,1,26,26.0,286.66249999999997
robust_z,5156516,A,"A conspiração contra JFK"":",1,26,26.0,286.66249999999997
robust_z,7171732,E,"Não, eu não saio do carro.",1,26,26.0,286.66249999999997
robust_z,11534184,E,E sabes o que lhe disse?,1,24,24.0,263.7295
robust_z,5496935,A,Era isso que eu falava.,1,23,23.0,252.26299999999995
robust_z,2799786,E,[E então ela gritou...],1,23,23.0,252.26299999999995
robust_z,5131521,E,E então ele disse-me...,1,23,23.0,252.26299999999995
robust_z,11099106,E,E foi então que o ouvi.,1,23,23.0,252.26299999999995
robust_z,13099827,E,E tenho outra história.,1,23,23.0,252.26299999999995
robust_z,172219,O,Já disse que a deixei.,1,22,22.0,240.79649999999995
robust_z,1459516,E,E disseram a Samuel...,1,22,22.0,240.79649999999995
robust_z,5442349,É,Somos os Ducks ou quê?,1,22,22.0,240.79649999999995
robust_z,3211526,E,E os planetas também.,1,21,21.0,229.32999999999996
robust_z,6344386,E,"Disse para mim mesma,",1,21,21.0,229.32999999999996
robust_z,520976,É,Foi como me conheceu.,1,21,21.0,229.32999999999996
robust_z,15496184,E,E os nomeados são...,1,20,20.0,217.86349999999996
robust_z,8206448,E,"Já lá dizia o outro,",1,20,20.0,217.86349999999996
robust_z,9711275,E,E depois há o Danny.,1,20,20.0,217.86349999999996
robust_z,12040263,A,A diferença é esta.,1,19,19.0,206.39699999999996
robust_z,15609368,E,Digo-lhe uma coisa.,1,19,19.0,206.39699999999996
robust_z,1872173,E,Estávamos ambos ali,1,19,19.0,206.39699999999996
robust_z,265693,É...,Bem--------------------------------------------------------------------...,4,74,18.5,200.66374999999994
robust_z,7921380,Eu,"Bem, vou-vos dizer porque telefonei.",2,36,18.0,194.93049999999997
robust_z,8748983,E,E faz-me um favor.,1,18,18.0,194.93049999999997
robust_z,14558996,3,Não praticar o mal,1,18,18.0,194.93049999999997
robust_z,9533497,É,Da Cruz Vermelha.,1,17,17.0,183.46399999999997
robust_z,2417772,A,A história é essa,1,17,17.0,183.46399999999997
robust_z,843843,E,E tu conheces-me.,1,17,17.0,183.46399999999997
robust_z,4752979,E,E mais uma coisa.,1,17,17.0,183.46399999999997
robust_z,15599529,E,Tenho aqui outro.,1,17,17.0,183.46399999999997
robust_z,1429556,O,Aquele que diz...,1,17,17.0,183.46399999999997
robust_z,8424176,E,E o vencedor é...,1,17,17.0,183.46399999999997
robust_z,14008577,8,Oito Bravo 20...,1,16,16.0,171.99749999999995
robust_z,9071507,A,A vida é injusta,1,16,16.0,171.99749999999995
robust_z,4227382,É?,Conheço cada bebida que existe.,2,31,15.5,166.26424999999998
robust_z,15239792,É.,"Olha, talvez devêssemos entrar.",2,31,15.5,166.26424999999998
robust_z,9471189,Só,"Todavia, tenho duas condições.",2,30,15.0,160.53099999999995
robust_z,6154046,E,Mais uma coisa.,1,15,15.0,160.53099999999995
robust_z,275869,E,E depois gritou,1,15,15.0,160.53099999999995
robust_z,4365830,E,Que atenciosos.,1,15,15.0,160.53099999999995
robust_z,4267956,Al!,"Vinte e três, vinte e quatro, vinte e cinco.",3,44,14.666666666666666,156.7088333333333
robust_z,3421418,É?,Disse que parecias o Houdini.,2,29,14.5,154.79774999999998
robust_z,5132057,Já,Consigo já ver os cabeçalhos.,2,29,14.5,154.79774999999998
robust_z,2002326,E,E o comandante,1,14,14.0,149.06449999999995
robust_z,4291233,É.,Arriscar a vida pela equipa.,2,28,14.0,149.06449999999995
robust_z,1391944,Só,"Há, apenas, uma diferença...",2,28,14.0,149.06449999999995
robust_z,14421568,A,Aniquilem-nos.,1,14,14.0,149.06449999999995
robust_z,13019647,A,A dica é esta.,1,14,14.0,149.06449999999995
robust_z,6305149,É?,"O amor não é tudo, pois não?",2,28,14.0,149.06449999999995
robust_z,15570826,Os,"Os factos eram os seguintes,",2,28,14.0,149.06449999999995
robust_z,14601390,E,E o orientador,1,14,14.0,149.06449999999995
robust_z,12363200,É.,"Sim, todo o cuidado é pouco.",2,28,14.0,149.06449999999995
robust_z,15766881,Fbi,ANÁLISE COMPORTAMENTAL mortes FBI - UNID.,3,41,13.666666666666666,145.2423333333333
robust_z,13362668,É.,Também tenho saudades tuas.,2,27,13.5,143.33124999999998
robust_z,9436823,Já,"Voçês conhecem a expressão,",2,27,13.5,143.33124999999998
robust_z,11347455,É.,"Sim, isso seria fantástico.",2,27,13.5,143.33124999999998
robust_z,15745837,Os,Os factos são os seguintes.,2,27,13.5,143.33124999999998
robust_z,9025878,Se,Se alguém te perguntasse...,2,27,13.5,143.33124999999998
robust_z,6140504,É.,Estou só um bocado abalado.,2,27,13.5,143.33124999999998
robust_z,7530681,Oh!,Sou primeiramente um taxidermatologista.,3,40,13.333333333333334,141.42016666666666
robust_z,4005309,E,E pus-me para,1,13,13.0,137.59799999999996
robust_z,276572,É?,Temos cavalos suficientes.,2,26,13.0,137.59799999999996
robust_z,3775032,É.,"Sim, vimos isso num filme.",2,26,13.0,137.59799999999996
robust_z,3930924,O,O paradoxo do,1,13,13.0,137.59799999999996
robust_z,11528353,É?,Mas mais ninguém o perdeu.,2,26,13.0,137.59799999999996
robust_z,11657995,W,Norma Wilcox.,1,13,13.0,137.59799999999996
robust_z,68107,Fim,Tradução e Legendagem Francisco Marques,3,39,13.0,137.59799999999996
robust_z,13004122,As,"Bom, aqui estão as regras.",2,26,13.0,137.59799999999996
robust_z,8387198,E,E isto é sim!,1,13,13.0,137.59799999999996
robust_z,2826581,A,A temperatura,1,13,13.0,137.59799999999996
robust_z,14956837,E?,E ele deixou-me ir embora.,2,26,13.0,137.59799999999996
robust_z,8630261,Eu,Encontrei a minha vocação.,2,26,13.0,137.59799999999996
robust_z,6866080,Eu?,"Hemograma, tipo, 10 unidades cruzadas.",3,38,12.666666666666666,133.77583333333328
robust_z,7324957,É.,"Desculpe, Bill. [Suspira]",2,25,12.5,131.86475
robust_z,12949648,Som.,"Som, velocidade. Cabo Anthony Swofford Sacramento,",4,50,12.5,131.86475
robust_z,14655862,E?,"Claro que podes, querida.",2,25,12.5,131.86475
robust_z,789671,É.,"Sim, temo que seja, Tess.",2,25,12.5,131.86475
robust_z,11164749,O,Surpreendido,1,12,12.0,126.13149999999997
robust_z,14981661,É.,"Sim, devias saber disso.",2,24,12.0,126.13149999999997
robust_z,3874671,É.,"Cliff Clavin, benfeitor.",2,24,12.0,126.13149999999997
