stage_entry,split,dataset,rows,data_path,referenced_by_configs,status,notes
stageB_gpt_refresh2_frmt_mix_translation,train,FRMT,5004,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_refresh2_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r16_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_refresh2_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_refresh2_frmt.yaml,actual_file,No deterministic fallback was computed here because the GPT refresh 2 exported JSONL files are not present in this workspace.
stageB_gpt_refresh2_frmt_mix_translation,train,GPT,1682,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_refresh2_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r16_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_refresh2_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_refresh2_frmt.yaml,actual_file,No deterministic fallback was computed here because the GPT refresh 2 exported JSONL files are not present in this workspace.
stageB_gpt_refresh2_frmt_mix_translation,valid,FRMT,40,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_refresh2_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r16_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_refresh2_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_refresh2_frmt.yaml,actual_file,No deterministic fallback was computed here because the GPT refresh 2 exported JSONL files are not present in this workspace.
stageB_gpt_refresh2_frmt_mix_translation,valid,GPT,92,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_refresh2_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r16_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_refresh2_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_adapt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_refresh2_frmt.yaml,actual_file,No deterministic fallback was computed here because the GPT refresh 2 exported JSONL files are not present in this workspace.
stageB_gpt_wiki_classification,train,GPT-Wikipedia,7845,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki/classification_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/classification_head_r24_stageB_gpt_wikipedia_only.yaml,actual_file,Counts come from the strict pair split built by step2_build_all_tasks_from_csv.py and step3_split_tasks.py.
stageB_gpt_wiki_classification,valid,GPT-Wikipedia,976,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki/classification_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/classification_head_r24_stageB_gpt_wikipedia_only.yaml,actual_file,Counts come from the strict pair split built by step2_build_all_tasks_from_csv.py and step3_split_tasks.py.
stageB_gpt_wiki_frmt_label_first_translation,train,FRMT,4964,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml,actual_file,build_stageB_gpt_wiki_frmt_label_first.py rewrites only the translation file into label-first form and drops equal rows. No valid top-up is applied in this translation-only label-first builder.
stageB_gpt_wiki_frmt_label_first_translation,train,GPT,6652,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml,actual_file,build_stageB_gpt_wiki_frmt_label_first.py rewrites only the translation file into label-first form and drops equal rows. No valid top-up is applied in this translation-only label-first builder.
stageB_gpt_wiki_frmt_label_first_translation,valid,FRMT,40,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml,actual_file,build_stageB_gpt_wiki_frmt_label_first.py rewrites only the translation file into label-first form and drops equal rows. No valid top-up is applied in this translation-only label-first builder.
stageB_gpt_wiki_frmt_label_first_translation,valid,GPT,824,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_label_first_with_cls.yaml,actual_file,build_stageB_gpt_wiki_frmt_label_first.py rewrites only the translation file into label-first form and drops equal rows. No valid top-up is applied in this translation-only label-first builder.
stageB_gpt_wiki_frmt_label_first_with_cls_mixed,train,FRMT,9928,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_with_cls_noequal/{split}.jsonl,,actual_file,"This profile describes what build_stageB_gpt_wiki_frmt_label_first_with_cls.py would build: label-first translation rows plus BR/PT-only classification rows, with valid topped up to 200 if needed. Current deterministic valid top-up from train: 0 rows. Some configs named '*label_first_with_cls*' currently point to the translation-only label-first path instead; see schema_and_dataflow_notes.md."
stageB_gpt_wiki_frmt_label_first_with_cls_mixed,train,GPT,13304,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_with_cls_noequal/{split}.jsonl,,actual_file,"This profile describes what build_stageB_gpt_wiki_frmt_label_first_with_cls.py would build: label-first translation rows plus BR/PT-only classification rows, with valid topped up to 200 if needed. Current deterministic valid top-up from train: 0 rows. Some configs named '*label_first_with_cls*' currently point to the translation-only label-first path instead; see schema_and_dataflow_notes.md."
stageB_gpt_wiki_frmt_label_first_with_cls_mixed,valid,FRMT,80,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_with_cls_noequal/{split}.jsonl,,actual_file,"This profile describes what build_stageB_gpt_wiki_frmt_label_first_with_cls.py would build: label-first translation rows plus BR/PT-only classification rows, with valid topped up to 200 if needed. Current deterministic valid top-up from train: 0 rows. Some configs named '*label_first_with_cls*' currently point to the translation-only label-first path instead; see schema_and_dataflow_notes.md."
stageB_gpt_wiki_frmt_label_first_with_cls_mixed,valid,GPT,1648,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_label_first_with_cls_noequal/{split}.jsonl,,actual_file,"This profile describes what build_stageB_gpt_wiki_frmt_label_first_with_cls.py would build: label-first translation rows plus BR/PT-only classification rows, with valid topped up to 200 if needed. Current deterministic valid top-up from train: 0 rows. Some configs named '*label_first_with_cls*' currently point to the translation-only label-first path instead; see schema_and_dataflow_notes.md."
stageB_gpt_wiki_frmt_mix_classification,train,FRMT,4984,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/classification_{split}.jsonl,,actual_file,FRMT classification rows are kept only when their text appears in the filtered FRMT translation keep-set. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_classification,train,GPT,7845,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/classification_{split}.jsonl,,actual_file,FRMT classification rows are kept only when their text appears in the filtered FRMT translation keep-set. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_classification,valid,FRMT,40,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/classification_{split}.jsonl,,actual_file,FRMT classification rows are kept only when their text appears in the filtered FRMT translation keep-set. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_classification,valid,GPT,976,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/classification_{split}.jsonl,,actual_file,FRMT classification rows are kept only when their text appears in the filtered FRMT translation keep-set. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,train,FRMT,142,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,train,GPT-Wikipedia,9038,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,train,PtBrVId-TranslatedStageB,7200,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,valid,FRMT,2,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,valid,GPT-Wikipedia,1128,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_optional_ptbrvarid_translation,valid,PtBrVId-TranslatedStageB,0,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl + optional PTBRVID_DIR,,computed,run_export_stageB_gpt_wikipedia_plus_frmt.sh supports optional --ptbrvarid-train/--ptbrvarid-valid inputs via PTBRVID_DIR. Clean PtBrVId Stage B configs should point to dedicated plus_ptbrvarid data directories so these rows are not conflated with the non-PtBrVId Stage B mix.
stageB_gpt_wiki_frmt_mix_translation,train,FRMT,5004,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_plus_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt.yaml,actual_file,build_translation_gpt_wiki_frmt_mix.py applies frmt_stageb_filter.py to FRMT translation rows before mixing with GPT/Wikipedia. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_translation,train,GPT,9038,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_plus_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt.yaml,actual_file,build_translation_gpt_wiki_frmt_mix.py applies frmt_stageb_filter.py to FRMT translation rows before mixing with GPT/Wikipedia. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_translation,valid,FRMT,40,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_plus_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt.yaml,actual_file,build_translation_gpt_wiki_frmt_mix.py applies frmt_stageb_filter.py to FRMT translation rows before mixing with GPT/Wikipedia. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_mix_translation,valid,GPT,1128,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_mix/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_plus_frmt.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt.yaml,actual_file,build_translation_gpt_wiki_frmt_mix.py applies frmt_stageb_filter.py to FRMT translation rows before mixing with GPT/Wikipedia. No train-to-valid top-up happens at this mix stage.
stageB_gpt_wiki_frmt_translation_plus_cls_mixed,train,FRMT,9968,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_translation_plus_cls_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls_probe_noeval.yaml,actual_file,"build_stageB_gpt_wiki_frmt_translation_plus_cls.py keeps translation rows as-is, drops equal classification rows, and tops valid up to 200 rows if needed. Current deterministic valid top-up from train: 0 rows."
stageB_gpt_wiki_frmt_translation_plus_cls_mixed,train,GPT,15690,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_translation_plus_cls_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls_probe_noeval.yaml,actual_file,"build_stageB_gpt_wiki_frmt_translation_plus_cls.py keeps translation rows as-is, drops equal classification rows, and tops valid up to 200 rows if needed. Current deterministic valid top-up from train: 0 rows."
stageB_gpt_wiki_frmt_translation_plus_cls_mixed,valid,FRMT,80,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_translation_plus_cls_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls_probe_noeval.yaml,actual_file,"build_stageB_gpt_wiki_frmt_translation_plus_cls.py keeps translation rows as-is, drops equal classification rows, and tops valid up to 200 rows if needed. Current deterministic valid top-up from train: 0 rows."
stageB_gpt_wiki_frmt_translation_plus_cls_mixed,valid,GPT,1952,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki_frmt_translation_plus_cls_noequal/{split}.jsonl,configs/encoder_decoder/t5gemma2/comparison_staged/translation_fullft_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_plus_frmt_with_cls_probe_noeval.yaml,actual_file,"build_stageB_gpt_wiki_frmt_translation_plus_cls.py keeps translation rows as-is, drops equal classification rows, and tops valid up to 200 rows if needed. Current deterministic valid top-up from train: 0 rows."
stageB_gpt_wiki_translation,train,GPT-Wikipedia,9038,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_only.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_only.yaml,actual_file,"Counts come from the strict pair split built by step2_build_all_tasks_from_csv.py and step3_split_tasks.py. The local workspace falls back to data/encoder_decoder/t5gemma2/{translation,classification,pairs}_*.jsonl when the compare_staged_v2 directory is absent."
stageB_gpt_wiki_translation,valid,GPT-Wikipedia,1128,data/encoder_decoder/t5gemma2/compare_staged_v2/stageB_gpt_wiki/translation_{split}.jsonl,configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r24_stageB_gpt_wikipedia_only.yaml; configs/encoder_decoder/t5gemma2_4b/comparison_staged/translation_r48_stageB_gpt_wikipedia_only.yaml,actual_file,"Counts come from the strict pair split built by step2_build_all_tasks_from_csv.py and step3_split_tasks.py. The local workspace falls back to data/encoder_decoder/t5gemma2/{translation,classification,pairs}_*.jsonl when the compare_staged_v2 directory is absent."
